,0,1,2,3,4
2010/8/31,0.001020504,-0.016845144,-0.028899965,0.028403791,-0.003106569
2010/9/30,-0.001812061,0.040541514,0.071429217,0.000781279,0.001376743
2010/10/31,-0.00031433,0.008652702,0.045222026,0.00230899,-0.004868043
2010/11/30,-0.000299407,0.027153729,0.007693761,0.002953886,-0.007255054
2010/12/31,-0.001282569,0.010078671,0.057261301,-0.017665371,0.008097691
2011/1/31,0.0006829,-0.018871879,0.073650943,0.003752306,0.007979365
2011/2/28,-1.25E-05,0.022761259,0.052997717,-0.001721662,-0.00730143
2011/3/31,-0.000213316,0.01371306,0.005888456,0.01147255,-0.009899094
2011/4/30,-0.000128742,0.021863553,0.009622133,0.004039271,-0.004705786
2011/5/31,0.000554675,0.001707546,-0.00038045,0.011914699,-0.00457327
2011/6/30,0.000748453,0.008695129,-0.005309483,0.012945975,-0.00778297
2011/7/31,0.000533863,-0.016873982,8.57E-05,0.009395237,0.003673033
2011/8/31,0.001237866,-0.010079165,-0.054162388,0.03506812,-0.000411423
2011/9/30,0.001488526,-0.026919416,-0.065082548,0.030957131,-0.00422886
2011/10/31,-0.002249222,0.075657647,0.058474134,-0.007535524,0.007702142
2011/11/30,0.000155892,0.031202041,-0.021349446,0.017618331,-0.006481916
2011/12/31,0.000244884,0.019585052,0.006887761,0.003053647,-0.000293022
2012/1/31,-0.000764988,-0.011198586,0.11329266,-0.008924479,0.016610704
2012/2/29,0.000246027,0.007359754,0.069105691,-0.00214082,0.001104048
2012/3/31,0.000661366,0.00067514,0.06769981,-0.002726207,-0.00815883
2012/4/30,0.001074766,0.001719239,0.025450793,0.002482601,-0.006652959
2012/5/31,0.001327812,-0.027974911,-0.013963138,0.037138193,-0.007762186
2012/6/30,-0.000437596,0.021199907,0.025380185,-0.000821966,-0.006861313
2012/7/31,0.000209131,-0.005274486,0.009898077,0.016651047,0.001754823
2012/8/31,-0.000358628,0.023608881,0.028159588,0.005301474,0.00295036
2012/9/30,-4.64E-05,1.93E-05,0.049218861,-0.009809872,0.001750271
2012/10/31,0.00130823,0.02039817,0.027379394,0.003793145,0.000123311
2012/11/30,-0.00029876,0.0231034,0.003460806,0.016285445,0.003346087
2012/12/31,-0.000229779,0.030117061,0.022695787,-0.003123226,0.008048404
2013/1/31,0.00025644,0.013969915,0.109135802,-0.009185307,0.000593376
2013/2/28,0.000761906,0.010359628,0.041169637,0.00125985,-0.0081201
2013/3/31,3.09E-06,0.021784172,0.047250704,-0.005266071,-0.012270367
2013/4/30,0.000167933,0.002823651,0.007310001,0.004924406,-0.00650884
2013/5/31,-0.000501893,0.012702296,0.052099386,-0.000208878,0.004921445
2013/6/30,0.000515229,0.000539288,0.019947403,0.005842436,-0.009129792
2013/7/31,-0.000504404,0.009130155,0.083032643,-0.002310791,0.000810775
2013/8/31,0.000258449,-0.018235337,-0.000907232,0.013662102,0.001108491
2013/9/30,-0.000762868,0.012675632,0.039916212,-0.000689102,-0.006638644
2013/10/31,0.000712902,0.035170983,0.053023963,-0.005861039,-0.000493368
2013/11/30,-0.000305689,0.004392859,0.048436127,0.004406381,-0.004092464
2013/12/31,-0.000393176,0.000792234,0.023708082,0.000421662,-0.000174437
2014/1/31,-0.000190181,-0.08281802,0.022398433,0.01471583,-0.003483219
2014/2/28,-0.000422213,0.016939333,0.040402312,-0.002252474,-0.00484277
2014/3/31,0.000857571,0.014338489,0.038729072,0.001778979,0.004374795
2014/4/30,0.001052465,0.027772184,-0.009443574,-0.000718562,0.007297081
2014/5/31,8.72E-05,0.024885626,0.006791029,0.010410713,-0.000841258
2014/6/30,-0.001101649,0.008109599,0.015749718,-0.000707094,-0.002385858
2014/7/31,0.000857644,-0.01337853,-0.010365415,0.012875506,0.009028338
2014/8/31,-0.000549261,0.029702489,0.032564409,0.010993339,-0.003067576
2014/9/30,0.000870826,-0.016340628,-0.020242562,0.020559963,-0.011634114
2014/10/31,-0.000262813,0.049266,0.016028626,0.008484182,-0.008329308
2014/11/30,0.000135521,0.008837975,0.010230588,0.019781315,-0.011809819
2014/12/31,2.63E-05,0.001420532,0.024795244,0.009059507,-0.012096706
2015/1/31,4.47E-05,-0.037714947,-0.021788779,0.026502347,-0.007847972
2015/2/28,-0.001149216,0.017671295,0.046625279,-0.001818017,0.008642754
2015/3/31,0.000341113,0.018539606,0.012104461,0.010329411,-0.011983741
2015/4/30,0.000244968,-0.008016637,0.019274672,-0.015997422,0.019251724
2015/5/31,-0.000755063,-0.003163929,-0.007130904,0.024575312,-0.012089958
2015/6/30,0.000286715,0.002172997,0.004914563,0.006987613,-0.012412525
2015/7/31,0.000486122,0.015302735,-0.024277091,0.027512631,-0.023904152
2015/8/31,0.000974591,-0.02133361,0.007910779,0.019791609,0.013851813
2015/9/30,0.001587962,-0.003474457,0.000258076,0.028877587,-0.009164215
2015/10/31,-0.000508026,0.044353864,0.042274212,-0.004232761,0.006200038
2015/11/30,-0.001368535,-0.017867459,0.005850697,0.035132127,-0.004176142
2015/12/31,0.000618952,-0.004428499,-0.024480891,0.023925052,-0.005648895
2016/1/31,0.002181819,0.003618027,-0.025120988,0.01667126,0.007668113
2016/2/29,0.00057814,0.025760588,0.033160338,0.004040086,0.007359294
2016/3/31,-0.00063785,0.046266966,0.083740945,-0.01860057,0.024725186
2016/4/30,-0.000112048,-0.007225889,0.036055463,-0.026415483,0.00859755
2016/5/31,-0.000726045,0.004917369,-0.016272602,0.023527886,-0.008583208
2016/6/30,0.000966979,0.006519233,0.035208534,0.001253562,-0.001475721
2016/7/31,-0.000546191,0.010136845,0.054036114,-0.008737919,0.004725471
2016/8/31,-0.000275462,0.00018626,0.026971434,0.003622764,0.006070241
2016/9/30,-0.000785769,-0.01659597,0.003201459,0.005816757,-0.004629794
2016/10/31,0.001814101,0.029587145,-0.004061378,0.004663565,-0.000743946
2016/11/30,0.000203301,0.07121791,0.110266666,-0.015715801,-0.001839752
2016/12/31,0.001488199,0.037192737,0.062042197,-0.018764391,-0.005232889
2017/1/31,-0.000396286,-0.014859308,0.0263889,0.011002312,0.006085523
2017/2/28,-0.000459688,0.003014193,0.003825875,0.00645136,-0.007659033
2017/3/31,-6.33E-05,-0.008747372,0.01223577,0.01514047,-0.008486227
2017/4/30,0.000518641,0.023503419,0.005900259,-0.004732429,-0.010276078
2017/5/31,0.000747347,0.010860015,-0.001412024,0.013645528,-0.011474575
2017/6/30,-0.000945321,-0.002776363,0.020950519,0.007435414,0.004940354
2017/7/31,-6.20E-05,0.018353696,0.000332215,0.013963081,-0.000594274
2017/8/31,-0.000359405,-0.004314733,-0.021041722,0.031211241,-0.007939797
2017/9/30,-0.000529705,0.000587505,0.081776122,-0.003595315,0.005262842
2017/10/31,0.000291205,0.017447648,0.01160015,0.013004656,-0.008882128
2017/11/30,0.00036595,0.017054111,0.061481329,-0.003454539,-0.00048084
2017/12/31,0.000321585,-0.010658798,0.031471274,-0.006249819,-0.001956682
2018/1/31,-0.000620638,0.010095473,0.014218114,0.003546027,-0.004098683
2018/2/28,0.000183062,-0.017050443,-0.036707688,0.018561233,-0.004896846
2018/3/31,0.000665236,0.003834859,0.040340057,0.002431522,-0.001868374
2018/4/30,0.00012456,0.008365305,0.007677739,-0.007102604,0.001115241
2018/5/31,-0.000768062,0.002671981,0.034550155,0.002655033,-0.008442905
2018/6/30,0.000802276,0.014067838,0.030947784,-0.014852913,-0.004214819
2018/7/31,1.32E-05,0.037651283,-0.004977615,0.003234961,-0.001172796
2018/8/31,-0.001299586,0.006414946,-0.002667223,0.020689824,-0.011890434
2018/9/30,0.000126347,-0.010161205,-0.018268114,0.000320877,-0.000192675
2018/10/31,0.00158248,-0.029807958,-0.04825975,0.027725776,0.004803593
2018/11/30,-0.000137447,0.028784308,-0.014009388,0.012995272,-0.002698104
2018/12/31,0.001006933,-0.025472925,-0.118902772,0.040310208,-0.00863034
2019/1/31,-0.001394103,0.000264525,0.136284194,-0.023036114,0.018055531
2019/2/28,-0.000778408,0.01360188,0.034953461,0.002327576,-0.000921812
2019/3/31,-0.000584061,-0.030884782,-0.029018145,0.017736847,-0.003924109
2019/4/30,-2.00E-06,0.039052273,0.022510598,-0.001630713,0.002104168
2019/5/31,0.001429753,-0.04313184,-0.033082473,0.035622069,-0.017414786
2019/6/30,-0.000773908,0.060744392,0.020199871,-0.00422714,-0.006055332
2019/7/31,0.000541686,0.026164572,0.002914648,0.009263876,-0.006482993
2019/8/31,0.000833449,-0.023351783,-0.024172975,0.024423014,-0.009052788
2019/9/30,0.000978752,0.050845642,0.056955281,-0.023319972,0.01665514
2019/10/31,-0.000331578,0.019935735,-0.019265469,0.006505746,-0.008194367
2019/11/30,-0.001216724,0.013603825,-0.003036969,0.009921154,-0.008217868
2019/12/31,-0.000921654,-0.009519128,0.035486692,-0.003269254,0.007927733
2020/1/31,-0.000389936,-0.05932026,0.002672901,0.038195032,0.000702242
2020/2/29,-0.000127394,-0.077085528,-0.079890057,0.025688513,-0.005512739
2020/3/31,-0.000185643,-0.123591226,-0.248443209,0.077272308,0.003724022
2020/4/30,-0.002484904,0.033154093,0.159743401,-0.033101556,0.021187569
2020/5/31,-0.00142719,-0.023570174,0.06213569,0.013091515,-0.012194981
2020/6/30,5.37E-05,-0.039652751,0.11893094,-0.009107217,0.006022338
2020/7/31,-4.79E-05,-0.010329336,0.062520797,0.000507074,-0.00355476
2020/8/31,-0.000209169,0.053889703,0.042652454,-0.011528784,0.004973734
2020/9/30,0.000652661,-0.020479487,-0.005505198,0.010374662,-0.01095874
2020/10/31,0.000236765,0.035284934,0.019100256,-0.004188725,0.004738076
2020/11/30,-0.002480205,0.038095468,0.153732144,-0.058430677,0.022537778
2020/12/31,-0.000802414,-0.007821904,0.083593541,-0.018855306,-0.001190869
