Dates,0,1,2,3,4
2004/3/31,-4.13E-06,-0.01736901,0.001835543,0.013496084,0.000793696
2004/4/30,-0.000180071,-0.039382341,0.007660028,0.027901602,-0.002830323
2004/5/31,-0.000360718,0.008372144,-0.005428313,-0.004659695,0.004098482
2004/6/30,0.000301171,0.003962653,-0.002840712,0.000463567,-5.44E-05
2004/7/31,6.16E-05,-0.030647855,0.000679153,-0.001152576,0.00352694
2004/8/31,0.000193552,-0.014019259,0.000607041,0.00299492,0.004858163
2004/9/30,0.000234356,0.009323781,-0.001220309,0.000987322,0.001581187
2004/10/31,0.000156194,0.009323453,0.000632682,-0.002321695,5.85E-05
2004/11/30,0.000463648,0.006691234,-0.013817006,0.018672303,0.002839012
2004/12/31,-0.000505147,0.025778441,-0.00407178,0.014581579,0.000717147
2005/1/31,0.000169378,-0.017616566,0.009749871,-0.000554974,0.00015287
2005/2/28,-8.52E-05,-2.29E-05,-0.005167971,0.000156733,9.21E-06
2005/3/31,-4.20E-05,-0.021274799,0.006611005,0.009834806,0.000188677
2005/4/30,-0.00022792,-0.024360468,0.006182877,0.004461,0.002529942
2005/5/31,-0.000119737,0.020386873,-0.000450146,0.004840365,0.003341743
2005/6/30,0.000202967,0.002920297,0.000148674,0.006257456,0.000558474
2005/7/31,0.000556628,0.007678683,-0.001307096,0.01180404,0.002273352
2005/8/31,1.47E-05,-0.013480251,0.000579079,0.004798383,0.003459947
2005/9/30,-0.000110088,-0.001543078,-0.000352935,0.006031138,0.00270359
2005/10/31,-2.80E-05,-0.010717729,0.002126345,-0.001554965,0.004059246
2005/11/30,-0.000172047,0.008041089,-0.002490735,0.00888351,0.002909795
2005/12/31,-0.000112351,0.003600807,0.002523275,0.003001531,0.000451956
2006/1/31,0.00041459,0.017850959,-0.00702718,0.006588993,-0.003488256
2006/2/28,0.000100454,-0.003850111,0.002711062,0.006185071,0.004566594
2006/3/31,0.000390979,0.005215278,-0.003016885,0.003298746,0.000265783
2006/4/30,-7.22E-05,0.008098273,-0.000260797,-0.004409892,-0.001546132
2006/5/31,-0.000135604,-0.014379824,0.003275714,-0.003824691,0.003210886
2006/6/30,0.000298141,-0.004191294,0.000357563,-0.0046501,0.003068642
2006/7/31,9.12E-05,-0.008134336,0.00528918,-0.005343877,0.003784235
2006/8/31,-0.000239228,-0.003393183,0.00144516,0.01917342,0.002114151
2006/9/30,-0.000270354,0.004300734,-0.000190535,0.000896035,0.002351594
2006/10/31,0.000187674,0.003764856,-1.82E-07,0.010430519,-0.000787936
2006/11/30,-0.000135127,0.002837374,0.00100493,0.007899722,0.000860203
2006/12/31,-0.000160041,0.001818555,-0.000135441,0.004077895,0.001499358
2007/1/31,-0.000243215,0.010643644,0.004773991,0.006900257,-0.001634024
2007/2/28,-0.000147445,-0.000234211,0.002949723,0.005432271,0.001395493
2007/3/31,6.00E-05,-0.011254667,0.00112713,0.005280876,0.002083683
2007/4/30,-0.000397126,-0.000676185,0.00176938,0.014911763,-0.001267309
2007/5/31,9.83E-05,-0.007038212,-0.000867217,0.01174231,0.000989701
2007/6/30,-3.94E-05,-0.000208264,0.001348362,-0.001740311,0.001183452
2007/7/31,-0.00045414,-0.009687325,0.001006758,-0.002826699,0.001720252
2007/8/31,0.000301069,-0.025197652,-0.004545731,0.010855638,0.007318372
2007/9/30,-0.000318657,0.009886264,-7.68E-05,-0.002721252,0.001395895
2007/10/31,-1.89E-05,-0.013209149,-0.003322527,0.014420637,0.002166712
2007/11/30,1.61E-05,-0.035363375,0.000820124,-0.003271385,0.007739462
2007/12/31,-1.42E-05,-0.011413598,0.000602869,0.003614457,0.002922353
2008/1/31,0.000410977,-0.006860972,-0.002726303,-0.014431264,0.007373624
2008/2/29,-0.000487588,-0.004394542,-0.001783773,0.004305692,0.00575759
2008/3/31,0.000320243,-0.010130466,-0.002257009,-0.005865337,0.006420346
2008/4/30,-0.000271359,0.007258613,0.003251666,0.008513103,0.000839897
2008/5/31,-0.000434738,-0.003757368,-0.001268597,0.023747004,0.004221999
2008/6/30,-0.000237123,-0.028100691,0.008457542,-0.011879096,0.001838539
2008/7/31,0.001407525,-0.027158656,0.002514203,0.007653104,0.007945878
2008/8/31,-2.03E-05,-0.000511274,-0.00058798,0.007379897,0.006390697
2008/9/30,0.000935572,-0.044159418,0.0006512,-0.023001315,0.009341277
2008/10/31,0.000304444,-0.048427125,-0.000222997,-0.042834244,0.015109894
2008/11/30,-0.000191828,-0.048432733,-0.000216674,-0.009850491,0.019114991
2008/12/31,0.000480628,-0.006012319,0.010607026,0.019655478,0.017939312
2009/1/31,-0.001609698,0.003548594,-0.000245314,0.022398254,0.014375463
2009/2/28,-0.000376797,-0.039286919,-0.001703509,-0.005893874,0.010743926
2009/3/31,-0.00030656,0.088472486,0.006534778,-0.003590557,0.022532033
2009/4/30,-0.001026282,0.066961306,0.005407353,0.054762942,-0.009466993
2009/5/31,0.000163409,0.054686094,0.008534664,0.010147954,0.008725638
2009/6/30,-0.00019079,0.011417381,-0.001973558,0.016155025,0.013320461
2009/7/31,-5.19E-05,0.036516265,0.007007127,0.014388376,-0.004579199
2009/8/31,-0.000315229,0.047811778,-0.00072213,0.01414201,0.00321366
2009/9/30,-0.000199372,0.039864342,0.007213031,0.009797921,0.001706747
2009/10/31,-0.000881863,-0.001978527,0.000821606,-0.009480008,0.005206745
2009/11/30,2.67E-05,-0.001430209,-0.005489068,0.008124553,0.001096572
2009/12/31,0.000359376,0.012145104,-0.004555888,0.016366845,0.003166114
2010/1/31,0.000401545,0.010262147,0.005182667,-0.007047329,0.002037364
2010/2/28,4.10E-06,0.003166024,-0.003978846,0.005697997,4.91E-05
2010/3/31,-0.000102051,0.017378253,-0.001569812,0.016749664,0.001431457
2010/4/30,0.000286965,0.04009177,0.007420648,-0.00038972,-0.00368482
2010/5/31,3.61E-06,-0.028276428,-0.000473356,-0.008735978,0.005468747
2010/6/30,-0.000277559,-0.025062677,0.003930725,-0.004585233,0.007064054
2010/7/31,3.01E-05,0.023580839,-0.001132006,0.005420624,0.001926554
2010/8/31,-0.000673694,-0.020181512,0.001997733,0.000993708,0.003745128
2010/9/30,0.000114522,0.032616771,0.003157492,0.016704288,-0.001596208
2010/10/31,-5.65E-05,0.007394367,0.000595818,0.00992799,-0.001668786
2010/11/30,0.000212213,-0.009880353,0.000379807,0.007610415,-0.002769346
2010/12/31,7.02E-05,0.016299202,-0.003368316,0.023269066,-0.002632764
2011/1/31,-0.000600169,0.027699853,-0.003174659,-0.000958118,0.001048013
2011/2/28,0.000311474,0.009737291,0.004479262,0.002786272,-0.001920376
2011/3/31,0.000133672,-0.011916079,0.003829783,0.009652986,0.000762053
2011/4/30,-0.000168717,-0.0004076,0.003796961,0.010144135,-0.000793101
2011/5/31,-0.000328137,-0.015297044,0.003844142,0.01073621,0.001556603
2011/6/30,6.35E-05,-0.016571894,0.001363618,0.000593146,0.00039158
2011/7/31,0.000179316,-0.006701216,-0.001657151,-0.007772886,0.002513144
2011/8/31,-0.000189437,-0.025441069,0.005493154,-0.005295451,0.006866956
2011/9/30,8.09E-05,-0.041945646,0.004766319,-0.003067936,0.006691656
2011/10/31,1.58E-05,0.046151431,-0.000732625,0.012632085,0.001456117
2011/11/30,0.000157788,-0.022120172,9.41E-05,0.005666403,0.002718168
2011/12/31,0.000141037,-0.00806769,0.001047134,0.003119588,0.002717257
2012/1/31,5.03E-05,0.032187233,-0.005231487,0.016485963,0.000218906
2012/2/29,-0.000293123,0.018693589,0.002469181,0.005851471,-0.001134729
2012/3/31,5.79E-05,0.020114634,0.004544411,-0.005991028,0.001500984
2012/4/30,-0.000363187,-0.00942549,-0.0027317,0.004701008,-0.000706848
2012/5/31,8.00E-05,-0.032607121,0.003536523,1.32E-05,0.003895291
2012/6/30,0.000559283,-0.014221619,0.005428814,0.017657016,-0.002193903
2012/7/31,-0.000488867,0.001271583,-0.003898914,0.003193406,0.004234145
2012/8/31,2.23E-05,0.019319685,-0.001417132,-0.003723343,0.002019112
2012/9/30,0.000366125,0.012125153,0.005178139,0.004736276,0.002511848
2012/10/31,-0.000317766,-0.000988343,0.000140627,-0.002623581,-0.000554104
2012/11/30,3.01E-06,-0.00965248,-0.001635148,0.009864589,0.001674677
2012/12/31,0.000358083,0.00500728,-0.000712323,0.001131186,0.001718944
2013/1/31,-0.000293228,0.035682751,-5.02E-05,0.005684971,0.000561883
2013/2/28,-6.28E-06,-0.010089861,-0.00140407,0.008839602,-0.001262486
2013/3/31,0.000123191,-0.000899013,0.001028752,0.010705731,-0.000697569
2013/4/30,-0.000233643,-0.003505034,0.002877546,0.002748729,-0.002742976
2013/5/31,0.000478907,0.012066586,-0.003344683,0.001636802,0.001082098
2013/6/30,0.000209483,-0.009526811,0.002145147,0.002471293,0.001627488
2013/7/31,0.00016172,0.02769634,-0.001568655,0.005865215,0.002241594
2013/8/31,-0.000289579,-0.005485386,0.00253109,0.002301951,0.001008659
2013/9/30,0.000243445,0.002286137,-0.004409003,0.014752972,0.000950695
2013/10/31,-0.000210328,0.011088293,-0.005101991,0.005769594,0.003730873
2013/11/30,0.0006078,-0.005067194,-0.005884322,0.013761729,0.003454576
2013/12/31,-0.000147344,0.00756527,-0.001331872,0.007224784,-0.001294763
2014/1/31,-0.000467198,0.009470876,0.002935744,-0.001053833,0.001153151
2014/2/28,-0.000110363,0.01311104,-0.002642935,0.007429405,-0.002449454
2014/3/31,-0.000232726,-0.004778124,-0.004288215,0.007434634,0.002168075
2014/4/30,-0.000370712,-0.00309095,0.003076403,-0.003145576,-0.001209604
2014/5/31,0.000116864,-0.008389096,0.002757444,0.007548945,0.002374997
2014/6/30,0.000480301,0.004057197,-0.000854891,0.005355263,0.000101782
2014/7/31,-0.000278686,0.000780198,0.002145361,-0.0082866,0.001721377
2014/8/31,5.48E-05,0.000721423,-0.003074801,0.011972601,0.003428692
2014/9/30,-0.000273926,-0.020770071,0.000588723,0.000411066,0.004975894
2014/10/31,0.000938596,-0.034381457,-0.002608089,0.02164226,0.004002228
2014/11/30,-3.32E-05,-0.021722333,0.002732797,0.019874234,-0.003661937
2014/12/31,0.00075544,-0.033691726,0.001069317,0.021240532,0.00249837
2015/1/31,-0.00044762,-0.020698041,0.008099665,0.015625712,-0.001238008
2015/2/28,8.34E-06,0.030889846,0.001180156,0.007369333,0.002794496
2015/3/31,0.000499297,-0.021533762,-0.000472648,0.007570012,0.003723203
2015/4/30,-0.000475233,0.032909846,-0.003321699,-0.013447006,0.000792005
2015/5/31,0.000367464,-0.019932211,0.00231925,0.010567591,0.001593898
2015/6/30,0.000853323,-0.026372447,-0.000494071,0.006411949,0.0037838
2015/7/31,-0.000427276,-0.02524052,0.002989221,0.010120114,0.0013611
2015/8/31,8.85E-05,0.020541554,0.004172121,-0.028932885,0.010352285
2015/9/30,-0.000275429,-0.01549495,-0.000439552,-0.003976263,0.00568162
2015/10/31,8.08E-05,0.019619531,-0.000677118,0.00710977,0.000513319
2015/11/30,0.000992654,-0.021962472,-0.014945022,0.01760569,0.009055521
2015/12/31,-0.000136271,-0.023137626,0.005144473,0.003382192,0.001384906
2016/1/31,-0.000706783,-0.018545966,0.006572105,-0.002223055,0.003699182
2016/2/29,-0.000599014,-0.011978681,-0.002034115,0.02129325,-0.001469906
2016/3/31,0.000621571,0.04260123,0.003601885,-0.006186276,0.002245992
2016/4/30,0.000491116,0.034871959,0.004859256,-0.022471529,0.00015091
2016/5/31,-0.000575045,-0.01203909,-0.012332284,0.011750223,0.004977042
2016/6/30,-6.80E-05,0.021119766,0.01695437,-0.011191885,-0.002740831
2016/7/31,-0.000126071,0.01437632,-0.01105551,0.009221884,-0.001518866
2016/8/31,0.000617523,0.009680287,-0.003318394,-0.00791804,0.003821284
2016/9/30,0.000498014,0.008511104,0.005995876,-0.005456951,0.000408608
2016/10/31,1.21E-05,-0.025136688,-0.003052392,-0.000652649,0.002293453
2016/11/30,0.001332408,0.012648118,-0.014664077,-0.00506481,-0.000759898
2016/12/31,0.000448814,-0.006262529,0.001019415,0.005593609,0.000604637
2017/1/31,-0.000341437,0.012072738,-0.006081977,0.007550479,0.00288176
2017/2/28,-2.36E-05,-0.00942804,-0.007119591,0.01427066,0.002470098
2017/3/31,-0.000138852,-0.015975447,-0.00093094,0.016252716,0.00381621
2017/4/30,0.000151436,-0.015961744,-9.60E-05,0.006845141,-0.000758005
2017/5/31,-0.000302721,-0.011048426,0.005452458,0.004525011,0.000177391
2017/6/30,0.000845012,0.003154362,0.002526226,0.00318884,0.007661937
2017/7/31,1.80E-05,-0.000174191,0.001835422,0.000480834,0.00137811
2017/8/31,0.000310324,-0.030130154,0.005062902,0.01450359,0.004588607
2017/9/30,0.000293765,0.020370658,-0.010790342,0.00716541,0.006120703
2017/10/31,0.000103153,-0.008439675,-0.001527909,0.007360533,-0.000167246
2017/11/30,0.000290663,-0.002952634,-0.000805334,0.00835804,0.002112431
2017/12/31,-0.000821245,0.017309741,-0.004860879,-0.010798618,-0.0021988
2018/1/31,0.000146363,0.001865702,0.002946706,0.006901682,-0.002704649
2018/2/28,0.000290665,-0.017585924,0.00142295,-0.00668964,0.002624121
2018/3/31,0.000295451,-0.008229481,0.000206108,0.010260664,0.004170726
2018/4/30,0.000296158,0.006595566,0.007051557,-0.007958952,0.000377127
2018/5/31,0.000401937,0.018808612,0.000951153,-0.006095866,0.003294397
2018/6/30,1.27E-05,-0.013992901,0.005710999,0.010113288,-0.005208477
2018/7/31,-1.25E-06,-0.009782835,-0.001172856,0.006455431,0.003122859
2018/8/31,0.000674161,-0.006378352,0.008520655,0.005528599,-0.000779443
2018/9/30,-0.000471393,-0.000770989,0.002408319,0.000637401,0.000845405
2018/10/31,-0.000291561,-0.026319953,0.005742697,-0.00700483,0.003256455
2018/11/30,0.000145358,-0.020463978,-0.001836013,0.012330644,0.003074412
2018/12/31,-0.000352637,-0.056231407,0.000278456,-0.000185539,0.004801876
2019/1/31,-0.000154077,0.068921614,-0.005661336,0.007240793,0.00369934
2019/2/28,0.000434802,0.00738901,-0.002014155,0.007721571,0.004262554
2019/3/31,-0.000952602,-0.010081521,0.000545996,0.014843782,-0.001072908
2019/4/30,0.000301856,0.001142597,-0.003251249,0.005955997,0.002571488
2019/5/31,-3.03E-05,-0.040406454,0.002278077,-0.001244049,0.007209795
2019/6/30,3.77E-05,-0.002735566,-0.005047807,0.018610904,-0.002013224
2019/7/31,0.000123374,-0.017329714,0.001045814,0.011015559,0.000616543
2019/8/31,5.85E-05,-0.032681273,0.012908962,0.009305101,-0.000837347
2019/9/30,8.39E-05,0.007682307,-0.001095141,0.004051661,-0.000308079
2019/10/31,0.0005753,-0.025025986,0.004899341,0.016095075,-0.001466488
2019/11/30,0.000118842,-0.007120711,-0.00468997,0.01328581,0.005883144
2019/12/31,-0.000201827,0.037229671,-0.004479533,-0.007437134,0.000622283
2020/1/31,-0.000461553,0.008183851,-0.00551351,4.82E-05,0.009406273
2020/2/29,-0.000718775,-0.016353281,-0.009642015,-0.002402263,0.009176281
2020/3/31,-0.001125405,-0.065593096,0.009601067,0.001686677,0.009213908
2020/4/30,-0.000188064,0.126744431,0.02000121,-0.029427882,0.001671732
2020/5/31,0.000109354,0.011827246,-0.002159542,0.022967286,0.001368036
2020/6/30,-0.000493823,0.054268256,-0.006761578,-0.018446272,0.001794403
2020/7/31,-0.000345763,0.044800719,-0.00248558,-0.009360642,-0.006781025
2020/8/31,0.000726755,-0.002105862,0.014526248,0.01416503,-0.002578966
2020/9/30,-0.000121114,-0.01933998,-0.001438473,0.00195776,-0.003546386
2020/10/31,0.000741942,-0.009562047,-0.001850045,0.000680162,0.000834387
2020/11/30,0.000892148,0.06539466,0.014606659,0.018480309,-0.012264502
2020/12/31,0.000284908,0.012829445,0.002947594,0.02935551,-0.00096511
