,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196511,3.33,3.79,0.07,-1.33,0.26,0.05,0.97,-1.97,3.12,4.12
196512,3.06,2.57,3.8,-1.08,1.66,3.23,2.11,0.79,0.92,2.33
196601,6.03,3.3,3.35,-0.21,1.22,-0.63,3.15,0.82,4.03,-2.92
196602,-0.27,1.02,-1.38,-0.15,-2.72,-1.49,1.81,-0.34,-0.79,0.22
196603,-0.04,-2.64,0.73,-2.74,-3.45,-2.33,-0.6,-3.57,-1.36,-2.12
196604,5.48,3.42,4.21,3.14,2.13,2.11,3.38,-0.32,0.11,2.99
196605,-8.4,-6.95,-4.83,-3.88,-5.27,-5.31,-5.53,-6.7,-7.3,-3.95
196606,2.91,2.49,-1,-1.38,-1.84,-1.33,0.49,-1.51,-2.3,-1.84
196607,-0.51,0.25,-0.66,-2.29,-0.75,-1.21,-1.66,-1.3,-6,-0.44
196608,-10.4,-7.06,-6.13,-6.37,-7.88,-6.13,-8.84,-9.96,-6.51,-8.76
196609,-0.23,-1.04,0.57,-0.79,-0.94,-2.45,-3.14,-2.96,-3.1,-2.63
196610,2.35,4.46,5.6,3.06,5.71,2.07,2.53,0.33,2.36,4.46
196611,7.51,1.86,-0.72,2.55,1.32,3.93,3.28,7.77,4.17,4.46
196612,1.15,-1.82,0.11,1.8,0.88,-0.15,4.88,0.61,-4.52,0.21
196701,8.82,11.72,7.12,6.61,8.95,9.61,9.15,11.57,9.23,10.71
196702,0.33,0.92,1.02,0.92,1.75,0.9,2.24,3.47,0.17,4.42
196703,5.06,4.01,4.43,3.13,4.14,5.83,5.44,7.77,5.81,4.35
196704,4.67,5.71,4.68,2.97,1.29,4.85,4.93,5.74,10.15,3.87
196705,-4.55,-4,-4.61,-3.62,-4.38,-4.06,-2.51,-4.19,-6,-4.1
196706,3.21,5.06,2.75,0.32,-0.24,1.62,4.66,3.46,2.59,8.81
196707,6.63,6.67,1.09,5.24,5.64,4.32,6.83,6.49,6.73,6.68
196708,-1.7,-0.11,-1.45,-1.4,0.56,-0.63,0.04,-0.77,-0.14,-0.68
196709,-0.19,3.91,1.5,5.04,3.04,5.75,3.45,3.84,5.24,4.26
196710,-0.15,-4.95,-2.99,-2.24,-1.27,1.85,-4.97,-5.79,-1.89,0.25
196711,2.32,-0.32,0.05,1.3,0.36,1.94,-0.41,1.02,-0.83,0.7
196712,4.23,3,2.6,3.89,4.3,4.02,1.87,5.91,-0.41,1.34
196801,-0.46,-1.99,-0.34,-3.49,-7.22,-6.12,-4.41,-5.27,-8.21,-10.37
196802,-2.53,-3.06,-2.64,-2.11,-3.27,-4.14,-4.18,-4.44,-3.02,-6.16
196803,1.77,0.62,-0.52,1.08,2.3,3.36,-0.63,0.29,0.36,2.51
196804,11.92,6.97,4.63,7.22,10.92,10.88,10.52,13.62,13.65,13.87
196805,4.86,4.07,0.22,1.49,2.79,4.2,1.23,3.9,0.82,4.18
196806,1.03,1.09,2.97,0.17,-0.37,-0.17,0.6,0.23,-1.2,-0.83
196807,-1.31,-1.82,-0.89,-0.9,0.08,-4.78,-5.37,-3.85,-4.32,-7.72
196808,2.29,2.75,2.65,1.02,1.95,1.54,1.31,3.31,2.25,0.7
196809,7.12,7.01,4.12,1.52,6.52,6.57,5.15,5,4.98,4.66
196810,0.03,2.56,2.31,-0.28,2.5,1.93,0.89,-0.55,-1.2,-0.2
196811,5.9,4.22,6.43,6.16,2.94,6.74,3.78,6.95,6.48,9.01
196812,-2.37,-1.82,-5.35,-4.46,-3.69,-2.31,-2.61,-4.94,-2.66,-3.31
196901,-1.16,-0.85,0.89,-1.8,-0.65,-2.56,0.47,-0.83,-3.05,-3.7
196902,-6.45,-6.72,-4.66,-3.13,-3.72,-6,-5.68,-5.66,-5.06,-8.78
196903,3.39,5.02,1.33,5.4,5.59,2,4.69,2.18,1.1,2.44
196904,1.24,0.48,5.18,2.51,0.76,0.95,2.15,3.44,3.87,2.26
196905,-0.22,-0.47,1.6,0.73,1.09,1.58,0.36,0.4,-1.8,-1.83
196906,-7.81,-9.93,-6,-3,-7.59,-8.26,-5.46,-5.59,-6.28,-9.26
196907,-7.82,-5.65,-7.67,-6.17,-6.53,-3.09,-7.81,-7.53,-7.95,-9.82
196908,8.49,6.19,4.42,5.12,4.5,5.3,4.39,4.05,8.02,9.12
196909,-2.53,-1.12,-2.39,-5.45,-1.87,-1.27,-0.19,0.39,-2.39,-1.85
196910,6.18,5.62,5.29,3.12,3.03,7.45,6.06,6.41,7.92,9.34
196911,-4.17,-2.45,-3.11,-1.89,-3.12,-3.21,-2.86,-2.29,-2.46,-5.08
196912,-3.27,-0.74,-2.84,-0.88,-1.94,-1.62,-1.17,-2.7,-2.12,-4.89
197001,-11.43,-7.4,-7.24,-7.59,-9.24,-5.88,-7.95,-8.34,-5.95,-8.1
197002,6.91,3.82,6.39,6.87,5.56,6.51,6.53,1.36,2.89,4.52
197003,-2.54,-1.14,-0.63,-0.43,2.21,-0.81,-0.39,-1.4,-1.64,-2.12
197004,-13.77,-12.85,-7.12,-7.92,-8.27,-7.96,-11.31,-12.01,-15.95,-16.34
197005,-10.29,-6.93,-5.21,-4.56,-4.28,-5.53,-7.14,-8.67,-8.86,-10.24
197006,-6.75,-7.32,-2.65,-5.18,-2.58,-5.1,-4.44,-8,-8.51,-6.47
197007,8.45,6.8,9.98,8.01,9.82,6.47,4.57,5.15,1.85,6.61
197008,3.91,5.57,4.29,4.96,4.74,5.13,4.63,4.97,7.23,9.66
197009,9.01,4.51,2.05,1.42,2.7,4.84,8.49,6.69,10.18,11.15
197010,-2.36,-0.71,-0.22,-1.4,-2.04,-0.96,-0.9,-3.63,-3.23,-5.73
197011,3.69,3.74,5.63,6.36,4.53,3.43,4.92,5.26,4.34,2.47
197012,7.29,6.28,5.03,6.6,8.48,7.28,4.01,8.34,7.51,4.59
197101,7.68,9.25,3.26,2.27,6.66,4.66,5.35,6.08,7.09,9.42
197102,4.79,3.11,0.82,1.11,2.04,3.19,1.74,2.89,2.39,2.91
197103,5.41,4.86,3.13,3.42,2.83,5.44,6.15,3.76,6.3,6.08
197104,6.29,4.06,3.49,4.06,5.46,3.66,2.84,5.68,5.81,5.76
197105,-2.94,-4.6,-4.36,-3.2,-2.46,-2.21,-4.7,-4.14,-2.88,-3.71
197106,-0.24,-0.5,1.02,-1.33,0.27,2.48,-0.78,-0.13,1.34,-0.98
197107,-6.58,-4.95,-5.33,-3,-3.08,-2.44,-5.46,-5.65,-4.1,-5.96
197108,5.93,5.17,1.2,7.17,3.78,5.35,7.86,6.01,4.98,5.15
197109,-0.53,-0.67,0.07,-1.58,0.69,-0.83,-0.77,-2.24,1.2,-0.38
197110,-6.05,-6.4,-2.28,-5.42,-4.31,-4.11,-4.65,-6.35,-4.25,-6.94
197111,-0.61,-0.83,0.15,-0.13,0.76,-0.11,1.36,-1.48,0.23,-1.92
197112,11.85,9.71,8.83,7.72,9.13,9.63,8.6,12.08,9.67,10.77
197201,4.47,3.89,4.08,0.7,2.6,1.29,1.83,3.99,3.57,5.91
197202,2.52,5.84,1.33,1.86,4.72,5.5,4.12,3.89,5.75,2.71
197203,-3.02,-0.23,0.35,1.51,1.02,0.93,1.53,0.87,1.54,-0.18
197204,1.21,-0.04,0.67,-0.55,-0.04,0.83,2.31,0.61,1.41,1.98
197205,-1.07,1.39,2.05,-1.4,4.71,2.48,0.8,1.82,3.46,1.43
197206,-4.46,-3.19,-2.2,-3.09,-0.38,-3.15,-1.86,-0.73,-0.05,-3.9
197207,-1.97,-4.49,1.19,-2,0.34,0.53,0.66,0.29,-0.17,-4.88
197208,5.29,1,2.4,4.68,3.7,5.57,3.54,0.53,1.04,0.92
197209,-1.49,-2.97,-1.18,-1.72,0.94,-0.23,-0.69,-0.9,-1.58,-2.4
197210,-3.34,1.5,-1.84,0.77,0.96,2.2,2.61,1.51,0.45,-1.81
197211,8.94,6.45,2.97,6.9,3.65,5.62,3.58,3.61,5.19,6.73
197212,-0.99,-0.81,2.75,0.87,1.45,1.64,2.24,2.27,0.39,0.03
197301,-6.09,-6.47,1.28,-2.88,0.49,-1.49,-2.25,-4.66,-3.29,-7.95
197302,-5.06,-6.94,-2.69,-4.14,-4.67,-4.6,-3.66,-1.18,-4.27,-8.3
197303,-2.07,-2.96,0,0.37,1.03,1.24,-0.74,-2.86,-1.3,-4.81
197304,-4.49,-6.44,-5.56,-5.2,-3.27,-2.39,-4.69,-4.59,-7.23,-11.43
197305,-4.83,-5.48,-2.39,-1.26,-2.31,-0.78,-2.02,0.59,-3.11,-6.44
197306,-2.43,-2.16,-0.97,-1.74,1.06,-0.91,-0.01,-2.83,-0.26,-5.69
197307,11.86,8.54,2.8,4.33,1.98,5.59,9.77,11.19,6.78,16.69
197308,-3.06,-0.38,-3.52,-4.55,-3.3,-3.35,-4.24,-2.99,-3.01,-2.23
197309,10.49,8.47,0.51,6.43,3.37,3.76,7.25,8.92,8.12,9.53
197310,-0.36,3.97,4.02,-1.56,-0.46,-0.49,0.19,-1.03,-3.98,-3.6
197311,-19.41,-12.49,-8.44,-9.21,-12.6,-12.49,-12.46,-13.91,-17.32,-22.96
197312,0.91,5.23,0.94,3.52,1.99,0.08,-2.28,0.62,-1.38,-1.29
197401,3.78,-1.35,-3.31,1.11,-2.62,0.01,1.05,1.22,7.38,5.81
197402,0.28,2.31,-0.03,1.77,-2.33,-0.48,-0.85,0.19,0.24,0.91
197403,-4.5,-1.24,-2.04,-2.24,-0.86,-0.78,-2.91,-1.7,-3.06,-3.85
197404,-5.02,-2.76,-4.76,-2.37,-4.01,-2.84,-3.1,-4.86,-3.3,-4.12
197405,-5.79,-6.51,-5.5,-2.41,-1.19,-0.61,-3.06,-2.76,1.87,-7.66
197406,-4.19,0,-1.54,0.44,-0.93,-0.85,-0.62,-1.61,-3.07,-4.68
197407,-1.49,-1.96,-6.1,-8.34,-8.49,-10.75,-13.45,-11.63,-9.42,-10.29
197408,-6.86,-8.53,-5.37,-9.68,-8.69,-8.21,-10.95,-10.11,-10.43,-7.53
197409,-8.29,-12.27,-10.83,-11.86,-10.48,-12.14,-13.58,-14.06,-14.06,-17.19
197410,16.37,19.24,17.12,15.67,13.94,21.73,12.92,15.91,15.46,17.98
197411,-2.4,-4.48,-3.99,-4.56,-4.59,-3.22,-6.8,-4.34,-5.89,-4.79
197412,-2.08,-2.56,-1.85,-2.39,0.09,-4.19,-3.36,-4.6,-5.34,-4.89
197501,17.91,13.39,9.38,13.05,11.56,8.62,19.66,14.56,24.43,19.23
197502,3.98,7.26,7.92,7.44,4.61,11.41,5.97,6.55,5.85,7.9
197503,5.48,4.7,0.24,2.13,5.93,1.12,5.38,4.23,10.21,9.53
197504,6.23,9.45,3.86,5.62,5.78,3.63,2.35,5.55,5.15,6.01
197505,6.47,4.67,3.99,4.71,5.46,7.39,5.33,6.36,8.47,6.05
197506,6.36,4.67,3.19,4.45,5.66,4.79,5.49,5.68,4.65,6.03
197507,-3.99,-5.33,-4.8,-6.05,-6.29,-7.39,-5.46,-8.81,-6.87,-6.11
197508,-0.78,-1.98,-1.55,-2.56,-0.89,-1.34,-1.99,-2.64,-3.6,-4.9
197509,-2.69,-2.79,-0.99,-3.28,-2.61,-3.89,-3.93,-5.96,-4.42,-5.75
197510,-1.14,2.43,5.75,5.69,6.58,7.45,7.68,9.17,7.44,5.37
197511,-1.65,0.96,3.28,5.4,2.79,3.12,4.23,1.35,4.68,2.17
197512,0.56,0.25,-0.17,-0.11,-0.64,-3.44,-1.35,-2.2,-3.51,0.19
197601,17.14,12.56,11.32,12.66,9.68,12.86,13.15,14.3,15,15.25
197602,2.49,1.08,0.64,1.34,-1.77,-0.11,0.81,-0.98,-0.29,4.88
197603,1.9,2.59,2.38,1.49,5.24,3.58,2.55,0.85,2.82,2.02
197604,0.14,-0.5,0.46,-1.21,-2.29,-0.78,-1.28,-2.54,-0.97,-2.33
197605,1.14,-1.2,0.64,-2.3,0.07,-3.28,-1.37,-0.55,-1.84,-1.29
197606,7.87,5.1,4.47,4.91,3.06,3.59,4.52,5.04,2.53,5.78
197607,-0.5,0.03,-0.41,0.51,-1.44,-0.66,-0.56,-1.07,-2.04,-2.94
197608,-2.23,-1.01,-0.2,-0.02,-0.74,0.52,0.46,0.29,0.22,-1.61
197609,1.52,1.43,3.85,3.94,3.05,3.45,1.84,2.42,1.82,2.93
197610,-4.32,-2.44,-1.98,-2.98,-2.91,-2.16,-0.49,-2.34,-1.98,-4.25
197611,2.26,1.62,0.86,-1.12,1.95,0.87,1.72,0.36,-0.74,1.54
197612,8.49,5.16,8.46,5.97,6.5,5.01,3.63,6.03,4.69,6.98
197701,-0.12,-5.2,-1.31,-3.28,-3.39,-2.63,-4.69,-4.4,-6.74,-2.79
197702,-1.76,-1.89,-3.13,-2.24,-2.2,-0.53,-0.08,-1.9,-1.58,-2.69
197703,-0.64,0.23,-2.96,-1.43,0.59,-0.6,-2.07,-0.87,-0.42,-0.68
197704,4.45,0.54,1.73,2.13,0.64,-0.78,-0.69,-0.01,-1.5,-0.13
197705,-0.87,-0.23,0.1,-0.79,-0.77,-2.15,-0.61,-1.4,-2.92,-0.83
197706,4.9,5.66,5.69,4.69,5.82,6.51,3.67,4.73,3.68,5.96
197707,-1.99,-2.55,-1.44,-1.16,-1.49,0.18,-1.3,-1.76,-3.14,-1.18
197708,-1.02,-1.76,0.17,-0.95,-2.25,-2.67,-2.25,-0.56,-1.2,-0.51
197709,-0.26,-0.65,0.01,-0.33,1.67,0.38,-0.44,-0.51,0.43,0.17
197710,-3.5,-3.08,-4.17,-3.3,-4.38,-3.31,-4.15,-4.55,-3.97,-3.47
197711,7.7,4.37,5.06,3.68,2.9,4.1,4.99,3.88,5.18,6.93
197712,0.92,0.73,-0.15,1.06,1.91,0.97,0.73,0.08,-0.06,0.53
197801,-6,-6.07,-6.67,-5.16,-4.88,-5.92,-5.09,-5.81,-5.92,-4.13
197802,1.32,-0.52,-1.26,-2.38,0.86,-1.36,-1.97,-2.08,-1.49,1.05
197803,8.05,3.52,2.63,0.82,2.95,3.35,4.03,3.72,3.91,5.19
197804,10.52,9.52,11.05,9.22,4.88,7.64,7.05,10.18,8.32,9.11
197805,7.31,3.61,1.2,-0.09,1.38,1.46,2.84,3.95,2.76,5.86
197806,0.47,-0.6,-1.98,-1.38,-1.78,-1.22,-0.96,-1.79,-1.06,-0.47
197807,7.71,5.67,6.17,4.12,6.63,6.62,5.25,5.31,6.26,5.63
197808,5.11,4.64,4.17,3.95,3.64,4.47,3.24,3.26,4.01,7.53
197809,-2.04,-1.36,-0.95,0.68,-1.27,-1.5,-0.23,-1.5,-0.58,-1.61
197810,-17.66,-13.69,-8.53,-8.36,-10.74,-10.25,-10.1,-12.96,-12.97,-16.87
197811,6.2,4.71,3.41,3.05,2.88,3.31,2.71,3.02,3.75,6.4
197812,2.4,0.7,3.15,0.91,0.47,2.04,1.76,2.08,-0.43,3.13
197901,6.22,5.92,4.04,3.82,6.36,4.81,5.27,4.14,6.77,6.47
197902,-4.55,-2.22,-2.37,-1.56,-3.64,-4.28,-2.98,-2.91,-3.74,-3.31
197903,8.55,6.13,6.3,4.03,5.8,8.21,6.38,6.66,6.88,8.66
197904,1.29,-0.7,0.76,-0.6,1.16,0.2,0.6,1.68,1.89,2.31
197905,-3.66,0.38,-1.43,-2.08,-1.69,-0.95,-1.46,-2.32,-0.79,-2.88
197906,5.46,5.32,2.39,3.75,4.67,5.35,3.91,4.48,4.94,5.78
197907,3.42,2.1,1.72,1.95,1.26,0.82,-0.83,2.66,1.42,1.46
197908,7.78,6.84,4.57,5.67,6.46,7.51,5.62,8.19,7.75,8.67
197909,0.4,3.32,1.29,-0.01,-2.22,-0.57,-1.72,-0.03,0.36,-1.82
197910,-5.57,-6.45,-6.2,-4.6,-6.92,-7.48,-7.83,-8.3,-7.78,-9.41
197911,9.32,7.07,3.49,4.66,4.16,7.1,7.16,6.53,6.96,10.65
197912,6.75,3.21,-0.03,1.54,2.94,3.48,2.25,4.21,3.38,5.65
198001,14.55,9.61,6.39,5.23,4.07,4.14,5.37,6.95,3.69,8.62
198002,-1.26,5.9,2.33,4.87,-4.37,-2.54,-3.73,-1.99,-1.86,-1.98
198003,-15.5,-13.53,-10.6,-11.62,-7.27,-10.1,-12.62,-10.42,-10.52,-16.43
198004,4.72,6.38,5.58,5.55,4.44,3.81,3.06,4.55,2.37,5.4
198005,4.08,4.07,5.31,5.95,6.76,7.14,6.28,6.43,7.24,7.87
198006,2.71,3.95,2.35,3.15,2.83,2.4,4.34,5.37,2.02,3.79
198007,5.11,6.99,4.8,5.89,6.05,7.88,8.19,11.4,12.02,13.91
198008,3.96,2.64,2.07,1.06,2.42,1.67,0.87,0.53,3.87,7.45
198009,8.19,4.07,2.9,0.75,2.6,0.93,1.96,2.58,5,5.63
198010,3.96,3.16,0.68,2.81,4.74,1.05,-0.08,0.68,3.22,4.52
198011,20.41,13.25,10.53,11.07,9.17,8.68,7.22,9.13,15.09,14.78
198012,-6.76,-4.81,-5.73,-2.74,-4.62,-1.97,-1.29,-2.04,0.01,-4.55
198101,-9.29,-5.44,-1.76,-3.14,-3.06,-2.19,-3.03,-4.02,-8.21,-8.04
198102,-0.5,1.79,1.4,1.75,1.86,2.48,4.08,3.02,0.96,-0.48
198103,2.96,2.66,6.11,4.89,1.88,2.45,4.92,8.51,6.13,8.2
198104,-4.92,-1.91,-2.74,-0.32,-0.48,-1.37,-0.65,1.51,-2.75,1.42
198105,1.39,-0.56,1.49,1.24,-0.62,-0.28,0.47,2.39,1.85,4.8
198106,2.45,-1.68,0.57,-0.49,1.47,-1.28,-1.46,-3.58,-4.57,-6.46
198107,-0.49,4.1,2.2,0.35,0.35,-0.78,0.19,-0.29,-1.21,-3.31
198108,-7.69,-6.71,-5.74,-3.24,-3.64,-5.84,-6.44,-6.21,-7.89,-9.33
198109,-8.68,-8.27,-7.59,-2.73,-5.7,-5.64,-4.77,-6.29,-7.92,-6
198110,2.16,12.29,4.36,6.39,4.23,3.63,6.26,6.86,7.96,6.95
198111,3.09,6.93,5.6,3.68,4.48,5.78,4.15,3.62,2.19,1.11
198112,-2.57,-3.99,-3.09,-2.36,-1.26,-3.92,-2.27,-2.34,-1.31,-3.3
198201,-3.42,-5.16,-4.63,-1.61,-1.32,-1.72,0.14,-1.88,-3.99,-2.65
198202,-5.64,-6.63,-6.39,-4.34,-4.46,-3.65,-3.2,-4.59,-8.27,-7.61
198203,2.11,-0.7,-1.34,0.6,-0.72,-0.71,0.15,-1.7,-0.85,-3.65
198204,4.14,6.69,6.57,2.05,4.17,3.34,4.45,5.72,5.27,6.46
198205,-0.04,-1.53,-0.95,-2.37,-1.71,-1.21,-4.08,-3.47,-4.4,-4.97
198206,-1.83,-2.75,-3,-2.72,-2.98,-1.09,-0.04,0.33,-1.81,-3.09
198207,-0.81,-0.69,-2.63,-2.23,0.7,-3.2,-3.79,-3.11,-1.98,-3.65
198208,10.4,12.67,12.5,12.43,11.39,13.16,13.62,10.85,8.7,11.57
198209,2.03,1.75,1.06,2.54,0.62,1.06,1.06,0.84,1.41,3.02
198210,13.19,13.24,12.8,7.55,9.31,12.04,10.46,10.99,12.84,17.44
198211,6.71,7.24,6.14,4.13,4.3,5.98,1.82,3.85,5.21,9.8
198212,-0.83,0.74,0.1,1.13,3.18,2.98,2.53,1.52,-0.66,0.61
198301,5.44,2.84,6.31,2,6.5,3.26,4.66,1.73,4.42,7.88
198302,7.29,3.58,3.11,3.7,1.56,3.59,1.14,2.9,3.99,4.27
198303,5.5,3.58,3.59,3.88,1.44,2.3,4.06,2.97,3.31,4.04
198304,6.57,7.76,5.73,6.33,8.58,6.03,7.27,6.16,5.08,7.48
198305,3.17,0.17,0.31,1.53,-1.08,0.03,1.32,0.49,4.46,6.72
198306,7.12,3.79,2.91,4.36,4.06,3.94,3.93,3.71,4.37,6.02
198307,-4.35,-2.65,-0.78,-2.84,-3.18,-3.71,-2.22,-4.38,-5.41,-5.03
198308,-6.73,0.17,3.72,0.61,1.58,1.51,2.18,-0.7,-2.15,-2.1
198309,2.75,3.14,-0.08,1.59,1.87,1.55,2.73,1.78,3.19,0.89
198310,-4.64,-1.88,-0.38,-0.64,-2.14,-0.1,-2.44,-3.8,-3.78,-5.69
198311,5.55,3.83,0.32,1.46,5.39,1.09,-0.1,3.67,5.57,4.15
198312,-1.3,-0.58,0.07,-1.09,-1.12,0.2,-0.69,-0.32,-2.55,-2
198401,-2.9,-2.48,0.37,-1.05,-3.4,3.27,1.41,-2.45,-5.27,-4.38
198402,-6.68,-5.7,-1.89,-4.53,-4.73,-2.06,-2.27,-5.25,-5.13,-5.25
198403,0.5,3.25,-0.4,2.02,3.91,1.68,0.3,0.57,1.73,0.15
198404,-0.4,0.12,3.4,0.96,0.2,0.83,1.13,-0.69,-0.14,-0.2
198405,-5.75,-5.01,-5.99,-3.41,-3.81,-4.59,-3.99,-4.62,-4.79,-5.41
198406,2.81,3.33,0.54,3.29,2.89,2.96,3.65,2.27,4.68,3.99
198407,-3.83,-2.92,-3.24,-3.52,-3.19,-2.22,-0.83,0.99,-1.71,-4.02
198408,12.57,10.94,11.71,13.53,9.1,10.11,9.23,11.94,10.99,14.1
198409,-0.96,-0.93,-0.04,-2,0.81,1.81,-0.34,-1.6,0.07,-2.54
198410,0.42,-0.46,-0.77,-0.8,0.7,-0.39,1.53,0.21,0.71,-1.57
198411,-3.56,-1.25,-0.14,0.21,-1.01,-0.45,-1.52,-1.12,-2.9,-3.32
198412,3.04,1.72,2.44,1.95,2.53,2.45,1.49,1.76,2.82,2.97
198501,10,8.24,7.4,7.29,6.55,4.82,8.33,11.05,10.2,13.16
198502,1.73,1.67,1.09,2.87,2.88,3.21,1.5,0.46,0.79,1.07
198503,-1.44,-1.92,2.3,-0.51,0.9,2.04,0.43,-1.58,-3.17,-2.15
198504,-2.02,-2.62,-0.65,0.05,0.31,0.58,-0.81,-0.75,-2.41,-2.93
198505,5.71,5.28,4.83,4.88,4.47,6.63,6.73,5.62,7.45,6.65
198506,1.41,1.78,0.95,2.3,1.54,2.61,1.87,0.45,1.68,0.24
198507,2.03,0.08,-1.28,-1.49,-0.51,0.26,0.1,2.1,3.9,-1.98
198508,-0.03,-0.64,-0.09,0.6,1.01,-0.55,0.18,-1.4,-1.87,-1.96
198509,-4.89,-3.26,-4.48,-2.07,-2.84,-4.6,-4.14,-3.07,-3.08,-6.01
198510,3.87,5.02,3.07,5.15,5.36,3.78,3.56,3.95,3.41,3.21
198511,6.51,4.67,8.42,4.37,5.82,6.1,8.2,8.79,9.08,9.26
198512,4.97,1.17,2.73,2.9,3.38,5.7,4.5,6.39,7.94,5.38
198601,1.65,-0.59,2.31,0.36,1,-0.01,1.41,1.15,0.31,-1.92
198602,9.74,5.98,8.74,5.72,7.71,9.43,8.38,8.27,4.7,7.14
198603,7.74,3.91,6.71,5.39,7.54,6.53,5.74,3.84,2.41,4.03
198604,-3.21,0.17,-1.62,-0.91,-0.32,-0.87,-2.25,0.16,1.72,2.63
198605,4.17,6.55,6.06,5.6,5.6,7.02,5.94,4.77,1.23,3.89
198606,0.87,1.19,4.79,0.48,2.96,3.35,0.25,1.71,-1.65,-1.63
198607,-9.52,-6.79,-4.23,-3.13,-3.31,-6.35,-5.51,-7.93,-6.47,-10.1
198608,5.89,7.38,8.5,8.08,7.22,7.07,5.78,5.74,4.66,2.42
198609,-6.34,-6.58,-6.26,-9.36,-8.68,-7.86,-9.27,-6.12,-7.96,-7.79
198610,2.98,6.83,5.3,6.2,6.25,6.58,7.11,1.35,6.96,5.79
198611,-0.51,1.44,1.77,2.25,2.03,3.67,2.76,2.16,1.64,2.04
198612,-2.24,-3.19,-1.94,-3.25,-1.72,-2.12,-1.93,-4.04,-3.9,-5.26
198701,12.17,14.73,13.9,12.86,13.43,12.96,14.97,10.75,13.84,11.87
198702,9.64,5.12,2.52,1.29,2.35,4.3,4.56,6.99,6.64,10.23
198703,2.68,4.44,3.92,2.52,1.79,3.08,2.23,3.32,1.04,1.6
198704,-1.49,1.5,-0.74,-1.43,-2.21,-1.52,-1.77,0.9,-2.74,-1.79
198705,2.01,1.02,0.95,0.07,1.16,1.14,1.05,0.26,1.35,0.99
198706,2.5,4.43,4.26,5.62,4.9,4.89,4.14,3.72,5.39,5.25
198707,6.71,7.96,6.13,3.32,3.16,3.68,3.6,4.5,5.9,5.36
198708,1.55,4.57,4.87,4.98,3.24,3.38,4,2.98,3.98,2.09
198709,-1.05,-0.39,-2.4,-2.4,-1.36,-1.44,-2.08,-3.99,-2.01,-2.17
198710,-25.04,-22.95,-24.88,-18.38,-19.34,-21.04,-19.7,-24.16,-29.16,-28.91
198711,-7.06,-8.8,-8.36,-6.58,-6.4,-7.72,-9.14,-8.08,-5.57,-5.99
198712,6.57,8.46,9.48,4.98,7.96,7.17,7.93,8.93,11.42,6.82
198801,5.54,3.41,4.53,2.64,6.35,4.49,3.46,3.16,2.94,3.24
