,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196611,1.17,0.06,0.79,1.03,8.25,2.88,-1.63,6.91,6.32,6.84
196612,1.22,-0.12,-3.44,-0.04,-0.56,1.92,2.51,0.97,1.65,2.04
196701,8.32,9.94,6.84,8.5,8.98,9.6,7.64,8.86,10.62,11.23
196702,1.14,-0.38,-0.52,1.58,4.55,1.41,1.76,2.12,1.07,2.9
196703,3.68,4.07,2.26,3.04,5.41,4.66,4.94,6.82,6.96,5.79
196704,2.76,8.09,6.66,4.55,8.23,8.15,0.91,3.02,5.94,3.71
196705,-5.01,-5.68,-6.09,-3.33,-4.5,-4.8,-5.19,-4.09,-4.44,-2.29
196706,0.78,-1.51,1.1,2.85,4.36,2.75,4.28,2.49,2.3,6.32
196707,6.82,6.25,3.48,5.91,4.15,4.61,-1.9,3.81,4.07,5.76
196708,-0.43,-1.21,-0.26,-0.55,-0.44,-0.76,-1.04,-0.86,0.17,-2.06
196709,3.63,5.17,3.32,1.61,1.85,4.54,2.78,6.99,1.05,3.64
196710,-2.24,-4.94,-1.01,-5.03,-5.36,-1.48,-3.06,3.22,-4.84,-2.45
196711,-0.83,-0.39,2.33,-0.49,0.18,1.16,-0.15,2.98,0.63,1.6
196712,3.53,4.29,3.5,3.22,5.16,2.73,1.55,2.29,3.12,5.13
196801,-3.05,-4.89,-4.65,-3.4,-4.92,-7.61,-1.67,-5.1,-5.44,-6.44
196802,-2.39,-1.57,-3.22,-3.01,-3.73,-3.84,-3.3,-3.34,-4.79,-5.4
196803,0.33,0.21,1.48,1.25,0.99,2.6,-0.59,3.52,0.58,0.68
196804,6.8,8.97,9.31,9.74,11.59,12.71,6.38,10.43,8.74,12.1
196805,-0.58,0.33,4.39,2.52,4.16,6.02,-0.42,3.96,4.07,2.69
196806,1.79,-0.33,-0.79,1.3,-0.5,-0.95,2.64,0.11,3.34,-1.06
196807,-1.08,-2.53,-1.12,-4.02,-3.69,-4.45,-3.57,-1.92,-4.4,-7.03
196808,1.12,3.16,1.75,0.47,2.67,2.42,1.52,0.89,1.17,1.7
196809,4.92,5.38,4.45,2.49,4.33,3.55,3.59,6.9,5.53,4.45
196810,3.66,0.36,0.7,-2.71,0.64,0.25,0.2,-2.38,0.78,0.65
196811,2.59,4.15,5.69,6.89,6.77,5.29,8.19,9.17,6.43,7.97
196812,-3.75,-3.92,-5.19,-5.25,-1.86,-3.75,-2.64,-1.02,-2.7,-3.41
196901,0.19,2.33,0.09,-4.01,-0.71,-0.41,-2.36,-2.29,-1.62,-2.85
196902,-2.85,-5.34,-4.17,-3.33,-5.82,-4.94,-6.85,-7.87,-7.16,-9.09
196903,3.78,5.36,1.28,5.77,2.67,3.5,0.89,3.87,1.93,2.62
196904,1.05,2.16,4.38,3.12,1.97,0.11,3.58,1.36,1.12,0.68
196905,0.74,-1.59,1.2,-0.33,0.06,0.02,-0.17,1.37,1.28,-1.87
196906,-6.81,-6.17,-5.38,-1.07,-7.48,-6.47,-6.78,-10,-6.18,-10.3
196907,-5.64,-5.63,-4.34,-5.48,-7.29,-5.58,-8.01,-9,-8.36,-9.66
196908,3.36,4.75,4.41,6.98,5.37,4.16,6.3,6.49,8.45,9.97
196909,-2.75,-2.01,1.11,-1.44,-1.88,-2.47,-1.91,-6.11,-1.62,-5.98
196910,4.13,4.02,7.83,5.31,6.92,5.53,7.02,5.88,4.56,10.21
196911,-4.57,-3.46,-2.87,-0.92,-3.39,-1.12,-5.17,-3.03,-3.22,-4.67
196912,-0.43,-2.06,0.83,0.53,-2.16,-4.29,-2.75,-4.51,-2.57,-5.22
197001,-8.2,-8.36,-6.88,-7.58,-7.67,-4.28,-6.48,-9.46,-12.02,-12.94
197002,7.21,4.64,5.46,4.66,6.74,5.8,7.53,8.14,4.77,3.7
197003,1.68,0.31,-1.87,-1.78,-1.61,0.49,-1.28,-1.23,-4.56,-5.05
197004,-7.62,-6.5,-9.78,-10.61,-10.93,-9.93,-12.95,-12.89,-15.58,-20
197005,-5.55,-5.57,-7.53,-5.98,-7.94,-5.27,-9.73,-5.68,-12.19,-11.71
197006,-3.05,-5.57,-1.9,-6.56,-4.29,-8.36,-5.42,-4.42,-8.61,-11.35
197007,7.2,6.73,9.71,2.07,8.02,7.34,5.15,9.39,7.12,8.62
197008,3.44,5.01,4.79,5.43,4.7,5.32,7.17,5.74,5.53,4.94
197009,0.8,2.82,5.14,7.9,7.1,3.9,7.1,5.92,7.04,11.23
197010,-0.95,-0.06,-2.66,-0.04,-2.08,-5.1,-2.79,-3.47,-2.66,-4.33
197011,5.15,5.17,7.48,4.07,4.49,5.2,4.41,5.39,4.45,2.81
197012,7.82,5.18,5.49,5.35,6.38,8.02,4.98,7.46,5.58,6.81
197101,4.31,3.46,5.52,2.91,8.25,6.5,6.54,5.73,8.51,9.37
197102,-1.08,1.66,1.74,3.55,3.16,2.12,1.34,1.04,0.88,1.38
197103,2.42,5.54,3.7,6.46,5.94,2.6,5.9,4.61,6.15,5.2
197104,3.12,3.97,3.84,1.45,5.59,4.27,4.27,2.39,3.36,4.42
197105,-4.04,-2.24,-3.21,-6.35,-1.87,-3.17,-1.91,-4.36,-3.22,-5.18
197106,0.26,1.28,0.39,-1.11,2.11,-1.56,1.36,1.14,1.44,-0.2
197107,-4.28,-3.19,-6.49,-5.15,-3.31,-3.58,-4.09,-2.44,-3.81,-6.03
197108,3.33,5.73,5.61,5.94,4.23,4.93,5.89,0.09,0.22,4.71
197109,-0.01,-0.24,-1.6,-0.36,0.03,-0.27,0.35,-0.06,-0.05,-0.64
197110,-3.33,-4.93,-5.04,-2.95,-4.82,-4.91,-5.56,-3.57,-0.85,-3.91
197111,1.08,0.13,-0.58,1.36,0.21,-0.72,-1.21,-1.17,-1.47,-0.49
197112,8.9,5.85,10.32,9.25,9.39,9.83,10.29,9.39,9.22,11.32
197201,1.21,1.5,2.1,3.39,2.87,2.17,2.39,2.03,2.32,5.04
197202,3.91,3.73,2.26,3.81,4.15,5.33,3.22,1.93,0.1,3.76
197203,1.38,3.88,1.3,3.72,1.54,-1.89,-0.05,-3.17,-0.94,-1.64
197204,0.69,-0.81,0.31,0.89,1.14,1.84,1.2,0.74,-1.16,1.47
197205,2.01,0.35,1.57,3.2,0.25,2.78,0.62,3.16,0.28,1.92
197206,-0.68,-2.61,-0.14,-1.6,-1.37,-2.79,-2.53,-2.36,-2.99,-2.57
197207,-0.04,1.93,1.16,-0.47,1.85,-1.13,-0.16,-3.49,-1.36,-4.23
197208,3.69,3.18,3.34,3.95,3.45,4.36,1.21,4.11,3.02,1.64
197209,2.54,-1.94,0.41,-1.69,-1.15,-1.89,-1.96,-2.18,-1.57,-1.84
197210,0.56,1.6,1.58,1.33,-1.56,0.8,1.68,1.97,2.22,-0.66
197211,6.11,3.87,3.09,3.17,3.4,4.94,5.37,5.93,8.29,5.27
197212,2.19,2.12,2.08,1.28,2.43,2.65,-0.52,-0.73,-0.46,-0.24
197301,-3.37,-3.01,-1.13,-4,2.74,-3.78,-4.6,-6.94,-6.06,-6.02
197302,-3.12,-2.81,-4.12,-2.93,-1.64,-6.46,-3.35,-6.82,-4.92,-6.96
197303,-0.17,-1.35,-0.17,-0.33,0.62,0.37,-1.44,-3.12,-2.36,-2.64
197304,-2.15,-4.89,-4.43,-3.87,-5.29,-5.07,-6.33,-7.72,-6.59,-8.14
197305,-1.51,-2.2,0.13,0.01,-1.07,-0.74,-1.09,-1.91,-3.01,-6.02
197306,0.01,0.33,-0.23,-1.91,0.01,-1.22,-1.6,-2.18,-2.91,-3.55
197307,2.42,5.36,6.92,5.9,2.74,8.75,10.75,9.59,5.42,9.98
197308,-3.22,-2.05,-3.78,-3.35,-3.35,-3.88,-3.81,-3.24,-2.41,-3.21
197309,4.39,7.48,5.26,4.49,0.81,5.54,8.67,4.08,7.77,10.36
197310,0.69,-0.53,0.51,0.65,0.96,0.56,-0.42,0.39,-2.26,-4.06
197311,-9.79,-10.08,-11.9,-13.57,-8.38,-11.34,-17.37,-16.12,-13.43,-16.37
197312,4.2,1.2,-1.08,-0.17,0.98,0.74,-1.4,2.63,0.54,0.67
197401,-3.27,-2.16,-0.6,-0.78,-0.64,0.7,4.02,-1.42,3.29,3.61
197402,-1.7,-2.13,-0.08,-0.14,1.57,0.56,-0.38,1.1,0.54,-0.12
197403,-1.95,-2.29,-2.97,0.1,-3.05,-1.24,-0.27,-3.74,-2.94,-4.67
197404,-5.03,-5.42,-3.3,-1.85,-3.99,-2.76,-3.31,-5.3,-11.45,-7.34
197405,-4.32,-3.72,-2.6,-1.2,-2.44,-5.53,-2.5,-2.35,-7.76,-8
197406,-2.31,-1.86,-0.41,-0.2,-0.48,-3.73,-3.57,-4.33,-6.12,-3.99
197407,-10.22,-9.81,-10.04,-7.85,-7.67,-9.17,-9.31,-7.73,-6.58,-5.07
197408,-9.06,-8.93,-5.83,-11.21,-8.65,-11.33,-9.93,-10.59,-8.43,-10.4
197409,-15.32,-16.87,-9.35,-9.3,-13.24,-11.39,-14.92,-11.03,-10.35,-7.83
197410,16.84,18.44,18.47,21.25,16.36,18.84,22.04,19.33,19.22,14.53
197411,-5.95,-4.13,-5.12,-5.39,-4.45,-5.38,-1.86,-3.34,-2.71,-2.23
197412,-4.81,-0.51,-1.63,-1.94,-2.57,-3.67,-3.1,-5.41,-3.74,-5.31
197501,12.78,13.76,13.78,8.74,12.77,14.56,7.56,15.58,16.86,22.03
197502,13.33,6.1,6.01,6.21,9.87,6.36,9.34,4.49,2.92,4.14
197503,3.61,2.94,2.6,2.94,1.83,4.56,3.53,2.92,3.18,2.22
197504,10.78,4.99,3.43,7.4,2.37,5.5,7.03,4.28,4.15,2.43
197505,4.82,8.88,2.34,5.1,5.49,4.03,4.41,7.64,7.78,6.36
197506,2.18,5.05,3.31,4.92,1.97,6.5,2.6,6.19,8.61,8.08
197507,-6.03,-7.41,-4.94,-7.67,-8.41,-7.17,-7.57,-8.51,-4.8,-3.01
197508,-1.72,-3.37,-0.94,-1.9,-1.56,-2.3,-2.89,-4.12,-4.1,-2.93
197509,-2.48,-5.69,-5.89,-5.84,-3.19,-1.89,-3.54,-4.54,-0.97,-1.83
197510,6.07,7.13,8,6.62,4.29,7.23,6.91,7.21,3.81,5.22
197511,3.58,1.34,3.71,2.09,2.51,4.94,2.11,3.2,3.41,2.57
197512,-0.19,-0.08,-2.65,-2.25,-0.89,-0.67,-2.07,-2.03,-0.49,0.47
197601,12.31,15.53,11.74,15.24,10.52,11.75,12.07,13,9.83,12.15
197602,-0.62,2.01,1.29,-1.39,-3.92,0.52,1.42,0.82,-1.07,0.63
197603,5.97,0.07,3.39,1.35,4.21,2.42,2.29,1.34,3.39,1.81
197604,-2.48,-2.03,-1.35,0.53,-2.22,-0.55,-2.19,-0.94,-0.56,-0.68
197605,-1.05,0.05,-3,-0.31,-0.6,-1.12,-1.37,-2.14,-0.07,0.95
197606,2.62,5.92,2.05,5.02,5.45,5.39,5.03,3.82,4.5,3.88
197607,-1.09,-1.01,0.13,-1.8,-0.35,-1.61,-2.36,-0.56,2.23,-0.82
197608,0.14,-0.17,-1.1,-0.49,0.91,-0.51,-1.03,1.44,1.16,1.76
197609,1.76,4.45,0.79,1.41,2.04,3.08,2.81,3.06,3.68,3.3
197610,-3.25,-1.99,-1.64,-1.46,-3.27,-2.81,-3.11,-0.38,-1.07,-1.66
197611,-0.66,0.77,-0.96,-0.37,-2.53,0.79,2.39,2.38,2.34,2.33
197612,5.91,8.22,5.13,5.47,5.21,4.61,4.81,4.56,4.62,6.96
197701,-3.53,-3.54,-7.37,-7.95,-5.8,-3.65,-6.67,-1.9,-2.32,-0.75
197702,-1.5,-2.33,-1.02,-1.14,-2.53,-1.22,-2.09,-0.52,-1.81,-2.69
197703,-2.09,-2.43,-0.56,-1.2,-1.72,-0.87,-1.9,-0.75,-0.05,0.62
197704,-0.19,2.49,-0.84,-0.6,-1.27,-0.69,1.23,0.68,-0.03,2.97
197705,-2.38,-0.45,-1.87,-2.71,-1.88,-2.1,-1.87,0.24,1.34,-0.56
197706,5.56,4.43,5.9,4.69,4.88,6.84,5.05,3.4,4.92,5.02
197707,-2.4,-1,-2.74,-1.4,-0.11,-2.31,-1.33,-1.74,0.22,-1.78
197708,0.1,-2.47,-2.05,0.74,0.54,-1.73,-3.23,-2.25,-1.66,-2.16
197709,-0.16,-0.62,0.81,0.53,-1.83,-1.15,-0.54,2.01,0.61,0.13
197710,-5.58,-3.89,-4.34,-3.53,-3.04,-3.52,-2.65,-4.69,-3.99,-2.96
197711,3.77,3.48,5.43,4.33,4.54,5.25,5.27,3.28,5.52,4.33
197712,0.51,0.78,-0.38,0,1.42,1.06,0.62,1.45,-0.15,-0.03
197801,-5.08,-6.4,-6.35,-5.88,-5.2,-6.18,-7.06,-5.64,-5.49,-6.26
197802,-2.27,-2.03,-1.06,-0.98,-2.75,-1.85,-0.55,1.4,-1.11,-0.65
197803,4.1,2.44,4.03,3.95,-1.34,4.42,4.33,3.91,3.17,3.55
197804,9.25,9.48,9.54,9.93,12.3,10.37,8.5,5.82,5.07,6.62
197805,2.63,1.88,2.78,2.06,0.4,3.85,2.03,0.44,2.1,2.65
197806,-1.07,-3.03,-0.69,0.16,-0.92,-1.3,-0.53,-1.85,-0.25,-0.62
197807,7.75,6.09,5.72,5.12,6.31,6.62,5.58,5.02,2.35,4.45
197808,3.16,4.6,5.35,3.73,2.13,4.48,4.04,4.52,4.09,4.52
197809,-1.88,-0.96,0.92,-0.91,-2.32,-0.75,-0.73,-0.44,0.25,-1.68
197810,-10.65,-11.03,-12.54,-12.65,-10.44,-12.42,-12.12,-13.72,-7.77,-12.16
197811,4.38,1.52,3.37,3.77,3.61,4.4,2.95,3.41,3.32,4.25
197812,2.02,2.87,1.44,0.77,1.1,1.64,2.4,1.18,-0.37,0.85
197901,3.9,3.9,6.92,6.21,2.56,6.7,4.65,6.49,4.4,5.7
197902,-3.21,-3.38,-2.79,-3.57,-4.5,-3.65,-3.06,-2.91,-1.69,-1.92
197903,6.85,4.99,8.08,7.12,5.91,9.09,7.41,7.34,2.89,6.61
197904,1.27,0.4,0.16,1.88,0.61,1.4,1.15,1.95,-1.49,0.33
197905,-2.91,-1.86,-2.32,-1.82,-2.04,-1.22,-0.98,-1.89,-0.29,0.73
197906,4.45,4.75,6.53,5.82,4.38,5.97,5.6,5.13,3.5,6.1
197907,1.09,2.83,1.39,2.68,0.99,3.01,1.92,1.56,1.29,2.41
197908,8.08,6.97,6.32,7.02,6.6,6.45,8.66,5.16,5.74,5.69
197909,0.88,-0.46,-0.5,0.88,-0.63,-0.23,-1.1,-0.69,-1.59,-0.51
197910,-6.13,-8.37,-7.68,-6.59,-8.47,-6.79,-8.43,-5.91,-7.29,-7.07
197911,4.99,7.31,5.58,9.87,5.25,6.88,7.82,6.45,7.18,8.51
197912,2.14,3.42,3.27,4.58,3.89,3.59,4.31,1.02,1.11,4.34
198001,5.89,6.29,3.3,7.07,3.15,6.06,6.98,2.98,4.48,6.78
198002,6.13,-1.27,-1.87,-3.02,-3.53,-1.88,-2.88,-0.26,-3.28,-1.48
198003,-12.16,-10.15,-11.99,-12.22,-8.36,-12.12,-11.83,-8.53,-8.62,-13.52
198004,5.89,5,3.34,3.35,3.64,5.32,4.16,6.81,9.83,8.99
198005,6,6.9,10.15,6.74,7.5,5.34,6.58,4.1,4.5,5.23
198006,1.75,3.25,2.73,2.49,2.99,3.73,3.24,3.17,2.8,5.87
198007,7.61,6.58,10.22,8.23,7.7,10.3,4.75,6.92,3.79,5.13
198008,1.81,1.55,1.84,3.9,3.58,3.63,2.07,1.58,1.94,2.51
198009,0.45,2.41,3.27,3.43,3.74,2.72,7.83,5.8,0.68,4.48
198010,2.47,2.4,0.4,2.03,0.77,1.44,3.84,2.97,-1.19,1.51
198011,7.32,15.19,7.73,9.21,10.18,6.51,20.13,10.7,6.02,10.69
198012,-1.75,-4.48,-1.5,3.33,-0.14,-2.44,-6.53,-2.78,-1.14,-4.71
198101,-3.08,-5.32,-2.16,-6.41,-4.81,-1.16,-10.03,-6.45,0.16,-4.57
198102,4.11,1.29,3.56,1.9,2.53,3.3,1.33,0.79,0.83,0.98
198103,1.36,1.37,6.89,5.9,5.92,7.63,4.69,5.28,4.73,6.13
198104,-3.13,-2.29,0.56,-0.98,0.74,-0.44,-5.22,0.23,1.64,-1.45
198105,0.42,-1.23,-0.28,2.29,2.03,2.35,0.73,0.78,3.5,3.04
198106,-0.46,1.12,0.67,-4.2,-1.9,-1.37,-0.19,-2.51,-0.97,-2.01
198107,0.03,2.37,-1.52,-2.85,-2.63,-2.03,0.33,-0.76,-0.21,0.24
198108,-4.98,-6.67,-5.76,-5.74,-7.99,-7.3,-6.84,-5.81,-3.24,-7.25
198109,-5.16,-7.98,-6.75,-4.56,-5.99,-5.11,-7.19,-6.26,-2.46,-7.81
198110,4.76,6.45,6.53,5.99,8.14,7.34,4.36,7.87,6.1,9.13
198111,5.29,3.47,4.79,5.07,2.07,0.77,4.98,3.3,2.67,5.62
198112,-1.69,-2.73,-2.84,-3.18,-2.03,-1.26,-3.72,-1.87,-2.15,-4.79
198201,-1.56,-1.71,-3.98,-1.92,-3.81,-1.9,-3.75,-2.65,-0.39,-3.91
198202,-6.1,-4.27,-5.26,-2.53,-4.54,-2.53,-5,-6.64,-5.06,-3.93
198203,-0.36,-0.39,-1.05,-0.94,-1.63,-2.31,0.78,-1.46,0.16,-2.53
198204,4.33,4.03,3.73,6.2,4.49,6.67,4.13,8.06,1.56,4.99
198205,-1.81,-2.16,-4.51,-4.54,-4.49,-5.2,-2.11,-3.86,-2.24,-3.04
198206,-1.88,-1.78,-2.17,-1.45,-1.09,-1.18,-1.71,-2.55,-3.42,-3.05
198207,-4.04,-2.42,-3.89,0.11,0.36,-2.26,-2.35,-0.3,-1.72,-3.88
198208,12.31,9.99,12.9,10.63,11.04,16.14,13.41,11.81,12.28,14.79
198209,2.31,2.38,0.85,2.25,2.73,1.99,0.08,0.8,0.75,-0.24
198210,11.42,14.17,10.02,10.71,9.93,14.12,14.81,10.61,13.86,14.28
198211,4.66,3.18,2.2,6.56,4.62,7.07,7.55,4.34,6.94,8.26
198212,2.47,0.96,1.4,-0.46,4.76,-0.57,1.69,0.6,-1.75,-0.71
198301,3.17,1.36,2.34,0.81,3.89,4.22,3.95,8,3.29,8.6
198302,2.58,3.98,4.11,4.3,1.05,4.47,4.44,0.22,3.38,3.16
198303,7.56,4.48,3.55,3.32,4.45,3.05,0.63,1.33,2.35,2.15
198304,7,7.11,7.29,6.04,9.79,5.21,9.62,6.69,7.15,6.48
198305,-0.92,1.25,-0.36,-1.8,-0.51,2.86,1.55,0.85,2.12,2.93
198306,4.82,2.23,2.99,4.37,6.15,3.34,6.74,0.44,1.59,1.81
198307,-4.45,-3.02,-2.88,-3.72,-4.71,-2.73,-2.96,-2.38,-2.82,-5.56
198308,-0.08,2.01,0.27,-0.87,-1.48,-0.16,0.81,0.31,2.84,-2.55
198309,1.39,-0.7,2.32,1.46,1.59,3.59,0.37,2.38,3.61,2.26
198310,-1.75,-3.64,-2.82,-2.09,-0.73,-3.55,-2.46,-3.28,-1.2,-5.04
198311,4.06,4.11,4.45,4.1,3.75,0.78,2.35,3.67,2.46,0.6
198312,1.03,-0.34,-0.79,-1.01,-2.76,1.39,-0.8,-1.75,-2.71,-3.72
198401,-1.62,-1.99,-3.41,-2.14,-4.31,-3.41,-3.03,-2.17,1.47,-3.05
198402,-5.33,-3.88,-5.3,-3.87,-5.93,-4.19,-4.49,-5.57,-4.25,-5.97
198403,2.8,3.18,2.37,1.21,1.54,2.4,1.79,1.89,-1.79,-1.08
198404,0.71,0.28,0.26,0.32,0.84,0.23,0.21,-0.52,0.86,-1.85
198405,-5.58,-5.78,-4.66,-6.22,-8.27,-4.43,-6.01,-5.08,-3.36,-4.7
198406,1.14,3.43,4.16,2.64,3.42,1.48,1.99,2.91,7.07,0.34
198407,-3.12,-3.05,-2.39,0.46,-0.39,-3.15,-0.63,-1.87,-1.79,-3.65
198408,10.24,12.29,11.35,10.81,12.93,13.27,9.93,11.72,11.97,12.78
198409,0.06,0.56,-0.22,-0.7,-0.35,-1.36,-0.1,0.68,0.02,-1.64
198410,-0.86,0.54,0.23,0.03,0.16,0.74,1.27,0.01,1.02,-0.91
198411,-1.01,-0.81,-1.11,-0.82,-2.41,-1.4,0.23,-0.81,-1.16,-3.42
198412,1.49,1.39,0.99,3.69,1.95,4.07,2.04,3.76,2.47,3.87
198501,7.94,6.63,9.69,7.99,9.16,8.98,7.99,8.99,9.99,11.95
198502,3.54,3.34,2.41,1.18,0.2,-0.51,0.89,1.12,1.9,0.77
198503,0.21,0.32,0.71,-0.49,-3.36,-0.04,1.71,0.33,-1.02,-2.28
198504,-0.09,0.28,-1.97,-0.85,0.89,-1.15,0.27,-1.35,-0.77,-0.51
198505,5.04,4.54,6.67,8.02,3.89,4.86,6.74,6.46,8.01,6.32
198506,-0.02,1.69,2.86,1.11,-1.08,2.24,3.29,2.66,3.49,2.89
198507,1.81,0.11,3.01,0.8,-0.69,-1.59,1.04,-3.91,-3.3,0.55
198508,-2,-1.16,-1.46,-1.86,-2.13,-0.94,-1.32,0.9,-0.45,-2.38
198509,-4.92,-3.83,-2.2,-4.81,-4.64,-4.01,-4.15,-5.8,-5.71,-7.57
198510,3.16,4.05,4.88,4.46,5.77,5.54,2.28,6.44,4.87,3.14
198511,9.64,6.02,7.95,9.86,5.96,8.1,6.54,5.81,7.75,6.31
198512,5.92,3.32,7.8,2.43,4.27,5.45,4.8,5.73,5,4.77
198601,-0.58,1.55,-0.68,-0.21,1.64,4.08,3.86,2.51,0.93,2.13
198602,8.15,7.67,5.02,9.82,7.45,9.93,8.34,8.13,7.01,7.88
198603,4.02,5.2,3.83,4.25,6.66,6.2,3.4,5.03,4.54,4.81
198604,-1.47,-1.86,1.36,0.15,-1.3,-3.68,0.8,-3.24,-1.15,0.37
198605,4.28,3.66,3.72,5.09,6.52,5.19,4.98,5.15,3.25,5.17
198606,1.97,0.62,-2.08,1.21,1,1.23,-0.13,2.89,2.24,-0.06
198607,-7.04,-7.68,-8.13,-7.01,-7.82,-5.73,-4.39,-2.59,-3.48,-7.88
198608,6.66,5.89,5.93,6.83,7.27,7.14,7.83,6.89,7.51,5.06
198609,-6.89,-8.55,-5.85,-7.84,-7.83,-8.98,-10.35,-9.67,-10.71,-5.96
198610,5.98,6.08,0.21,6.28,5.76,6.26,5.95,5.68,3.89,3.86
198611,2.27,3.71,2.32,1.07,0.64,0.61,2.07,0.33,0.84,-2.11
198612,-1.98,-2.15,-4.11,-2.99,-3.54,-2.09,-3.44,-3.43,-2.23,-3.25
198701,13.18,13.71,10.9,12.22,13.08,14.1,12.42,11.17,10.36,11.37
198702,7.01,4.21,7.76,6.51,7.37,5.93,1.78,1.46,4.59,6.62
198703,1.28,3.19,5.11,1.04,-0.88,0.03,0.9,0.3,-2.35,0.55
198704,-1.64,-0.42,1.34,-1.99,-2.81,0.36,-0.87,-5.14,-5.3,-2.92
198705,0.95,2.04,0.9,-0.08,1.07,0.51,-0.76,-0.46,-0.32,-0.21
198706,4.86,4.79,4.03,4.11,4.51,2.87,4.74,4.56,2.98,4.33
198707,4.63,6.52,4.67,5.58,4.43,4.9,3.04,3.4,2.57,2.91
198708,2.5,4.52,5.07,2.59,5.18,3.41,5.2,4,5.38,3.67
198709,-1.76,-1.32,-2.12,-1.82,-1.98,-2.34,-2.22,-1.38,-2.08,-2.93
198710,-20.52,-20.68,-24.06,-25.22,-26.02,-26.22,-22.51,-20.33,-24.63,-25.79
198711,-8.39,-8.52,-5.45,-6.39,-8.53,-8.05,-5.56,-6.81,-6.18,-5.81
198712,7.32,4.89,8.27,9.13,10.87,11.64,6.21,6.27,7.52,7.72
