,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
195802,-2.74,0.07,-1.36,0.98,0.06,-1.29,-2.36,0.26,0.72,-2.23
195803,2.6,3.74,3.36,2.36,2.55,5.72,5.12,4.61,5.49,4.47
195804,0.68,2.04,4.43,3.65,5.46,4.31,2.99,3.09,3.53,1.31
195805,1.46,3.56,1.61,3.7,3.38,1.67,1.96,1.57,4.51,2.44
195806,3.41,2.02,2.62,1.64,2.82,4.61,3.34,3.1,2.13,2.9
195807,5.7,5.53,2,3.25,3.62,2.47,5.49,8.43,8.08,7.07
195808,2.13,0.5,1.86,2.08,0.57,2.88,2.89,3.35,3.92,2.27
195809,3.65,5.09,4.43,3.59,7.24,5.94,3.06,8.38,5.89,8.63
195810,2.85,2.43,1.45,2.13,2.56,4.07,2.98,2.51,7.5,1.24
195811,3.67,3.67,2.15,6.7,2.76,1.52,0.99,6.47,1.34,3.55
195812,8.11,5.33,5.69,6.07,2.81,5.7,3.37,5.87,6.66,3.55
195901,-1.13,0.36,1.07,2.99,-0.2,2.15,3.11,1.71,0.97,5.99
195902,4.31,2.49,0.11,3.16,-3.64,-1.83,0.88,2.26,0.68,5.29
195903,1.84,0.13,0.86,-0.54,0.02,1.93,-0.84,-0.72,-1.96,5.12
195904,6.3,3.89,2.77,1.38,6.15,1.65,2.03,4.74,3.4,6.07
195905,4.14,3.87,-0.48,2.76,1.92,0.99,0.97,2.67,3.55,5.22
195906,-1.08,0.85,-0.9,0.44,-0.77,0.7,0.85,3.6,2.09,1.81
195907,3.83,5.57,3.22,1.1,2.19,3.35,3.13,3.66,2.81,5.17
195908,-2.46,-1.26,-1.78,-0.03,0.3,0.23,-1.17,-2.31,-0.42,-1.63
195909,-4.4,-5.07,-6.02,-4.08,-3.47,-4.38,-5.45,-1.64,-4.6,-2.61
195910,2.13,-0.48,2.78,1.33,1.61,2.86,0.31,1.86,3.63,3.77
195911,6.28,0.2,3.33,2.36,-0.21,0.8,-0.3,-2.12,4.62,3.45
195912,3.31,3.72,3.29,2.1,2.98,1.57,2.9,2.74,-0.58,1
196001,-9.71,-8.58,-7.37,-6.72,-4.19,-4.76,-5.22,-6.15,-4.92,-5.53
196002,2.96,-0.81,0.51,2.41,4.59,1.98,0.73,-1.78,1.84,0.78
196003,-0.02,-1.79,-2.8,-0.41,-1.4,-0.4,-0.68,1.03,-1.68,-4.86
196004,-1.61,-2.71,-0.39,-1.19,-1.51,-0.9,0.49,-2.14,0.9,-1.59
196005,6.78,1.96,4.61,5.99,2.36,1.56,0.12,-0.39,3.06,1.62
196006,1.51,0.95,2.69,4.53,2.18,3.53,3.92,4.34,4.9,0.7
196007,-5.49,-3.35,-2.93,-1.25,0.69,-1.27,0.39,-0.56,-1,0.05
196008,1.35,2.66,3.34,2.79,5.63,4.28,3.11,5.06,3.57,3.11
196009,-7.85,-8.09,-5.43,-3.25,-5.11,-5.02,-2.77,-3.68,-3.77,-5.42
196010,-2.48,-0.71,-0.29,-1.53,2.31,0.21,0.93,0.33,1,-1.53
196011,5.33,5.19,7.57,1.95,4.58,4.05,6.85,3.43,5.91,4.61
196012,3.84,4.05,4.52,2.93,8.76,5.07,6.12,3.78,5.88,1.85
196101,4.15,4.39,5.33,9.04,6.9,5.36,5.79,10.31,8.31,9.55
196102,2.2,4.3,6.48,2.15,1.87,3.7,6.03,3.91,2.54,6.73
196103,1.71,1.93,2.3,2.76,4.97,2.61,3.73,2.19,3.78,4.53
196104,-0.68,0.02,0.07,0.22,1.77,-1.4,2.2,3.17,2.8,1.2
196105,2.43,4.15,5.25,0.69,1.05,2.77,1.15,3.33,4.72,5.61
196106,-2.01,-2.34,-2.88,-3.16,-3.41,-2.93,-1.48,-3.17,-2.76,-2.85
196107,0.83,2.17,5.11,4.17,3.82,2.48,3.86,3.49,3.15,3.74
196108,4.49,2.93,1.12,3.41,2.51,3.46,2.66,1.14,-0.14,3.07
196109,-0.6,-1.81,-1.46,-2.57,-2.71,0.7,-4.52,1.44,-4.75,-0.96
196110,2.03,2.65,2.05,2.59,4.69,4.91,3.3,1.52,6.85,1.18
196111,2.12,3.86,6.65,3.64,3.78,4.48,5.16,8.38,4.05,6.33
196112,-1.24,-0.46,0.77,-1.84,-2.04,-1.99,2.24,4.03,2.58,0.51
196201,-5.08,-7.39,-4.94,-3.1,-3.21,-3.1,-1.07,-0.02,0.61,-1.61
196202,-0.37,3.01,2.94,1.8,1.84,2.81,3.46,0.32,3.42,1.55
196203,0.92,-0.06,-2.09,0.46,0.83,0.15,-0.9,0.45,-1.72,-3.68
196204,-10.23,-6.2,-5.18,-4.79,-5.34,-6.33,-5.79,-4.81,-5.43,-5.85
196205,-11.05,-10.04,-8.88,-8.56,-8.52,-8.75,-5.12,-4.23,-6.61,-6.8
196206,-12.12,-9.78,-8.39,-7.86,-7.3,-7,-6.47,-4.92,-4.36,-7.06
196207,12.97,8.11,7.69,2.66,4.35,6.03,5.8,3.29,3.7,5.76
196208,3.03,2.9,2.18,1.23,1.64,2.54,1.98,0.91,2.11,3
196209,-9.79,-5.77,-5.11,-4.16,-5.76,-2.5,-3.08,-5.34,-2.7,-3.71
196210,-1.88,1.08,2.39,-0.27,-0.43,1.33,0.08,-1.72,-0.43,0.57
196211,15.58,12.34,9.27,12.38,11.65,7.58,9.24,11.79,11.04,10.86
196212,-0.96,1.08,1.37,-0.39,1.12,3.18,4.84,-1.39,3.46,2.31
196301,6.54,4.54,4.06,6.38,5.15,6.22,3.33,6.95,3.21,5.34
196302,-4.52,-2.74,-2.36,-1.35,-2.19,-2.58,-1.53,-1.49,-0.63,-2.15
196303,2.74,2.07,2.35,3.61,2.05,5.03,5.09,3.86,4.98,6.37
196304,8.06,4.37,3.96,3.31,3.86,4.49,4.21,5.75,6.96,3.78
196305,3.64,2.55,0.12,2.62,1.36,4.95,0.66,3.06,0.35,1.09
196306,-4.61,-2.19,-2.27,-2.99,-1.07,-2.78,1.31,-1.67,0.22,-0.73
196307,-0.16,-0.85,0.56,-0.53,1.36,-0.71,-0.54,1.57,-0.27,-0.42
196308,5.75,4.65,6.41,5.25,3.93,5.58,5.29,5.72,7.32,5.99
196309,-0.22,0.21,-2.18,-1.67,-2.85,-1.72,-0.81,-1.5,-1.26,-2.15
196310,4.91,3.36,2.63,-0.25,0.13,0.96,1.14,8.4,3.96,1.43
196311,-0.57,2.79,-0.52,-1.24,-0.1,-2.25,-0.06,-5.32,-1.87,0.19
196312,3.15,1.5,2.56,3,3.76,1.41,0.05,1.69,1.75,-0.16
196401,3.36,3.19,2.62,-0.12,4,2.7,1.08,2.28,2.01,1.92
196402,1.7,0.77,2.15,1.23,2.14,0.85,2.49,1.94,4.6,5.58
196403,2,-0.07,1.52,1.15,1.9,3.98,4.58,2.47,2.27,2.27
196404,-2.05,0.05,-0.59,0.79,1.79,0.14,0.6,4.32,3.47,-1.79
196405,2.69,0.41,0.98,0.81,1.3,0.41,1.57,3.38,3.85,-0.48
196406,0.76,3.18,1.94,0.89,1.3,3.14,1.64,0.6,0.83,1.28
196407,0.36,0.77,2.67,2.06,2.48,2.34,5.21,3.06,1.99,2.61
196408,-2.07,-1.58,-2.05,-0.46,-1.48,-1.11,0.52,-0.65,0.35,1.76
196409,3.02,1.58,4.23,3.08,2.48,3.39,4.01,3.03,3.86,6.62
196410,-1.04,0.76,1.54,0.56,3.87,1.29,0.11,0.59,0.61,1.01
196411,0.64,-0.26,0.41,0.44,2.36,1.08,-1.2,2.34,-1.11,-2.04
196412,1.03,1.77,0.17,-0.39,-0.56,0.52,0.59,-0.64,-2.26,-0.04
196501,6.32,2.98,5.85,4.45,0.21,4.71,3.48,2.48,5.9,2.42
196502,1.88,0.31,2.01,2.04,-1.2,1.41,-1.21,1.12,3.9,-0.2
196503,-1.48,-1.51,-0.55,-0.3,-2.42,-1.13,0.06,-1.12,-0.65,0.45
196504,6,2.13,2.2,2.37,1.75,3.16,6.05,1.49,3.47,5.41
196505,-0.08,1.48,-1.03,-0.99,0.11,-1.5,-1.91,0.42,-0.13,-2.89
196506,-4.79,-4.63,-5.68,-5.49,-2.65,-5.2,-5.99,-3.73,-7.65,-7.43
196507,2.62,0.41,-0.58,0.89,2.04,3.79,2.75,2.09,3.52,4.33
196508,4.24,1.22,2,3.73,2.69,4,4.64,4.62,3.54,2.73
196509,2.83,3.42,3.68,1.54,3.97,3.71,2.86,2.95,5.38,3.74
196510,3.12,0.14,2.48,2.73,3.87,4.19,3.95,6.3,5.54,6.58
196511,1.51,-2.03,0.47,1,-1.96,3.59,2.72,-0.5,3.83,2.12
196512,1.72,0.2,0.45,0.02,1.12,1.31,1,3.33,3.88,3.31
196601,-0.16,-0.36,0.06,0.9,-0.3,4.11,4.73,5.07,5.74,3.62
196602,-0.09,-1.02,-2.25,-2.47,-2.71,1.16,-0.36,-1.41,0.92,2.11
196603,0.74,-4.25,-1.89,-1.21,-2.54,-2.65,-4.19,-4.02,0.72,-3.17
196604,4.43,2.35,1.97,0.96,0.03,2.53,2.98,0.37,3.79,2.97
196605,-4.04,-4.3,-5.01,-4.77,-5.11,-6.66,-6.83,-7.95,-6.02,-8.4
196606,-0.38,-1.56,-3.56,-1.47,-1.63,1.39,-0.68,0.29,1.1,-1.28
196607,-2.41,-1.21,-0.06,-0.77,0.04,-0.63,-1.38,-1.95,-1.06,-0.5
196608,-7.05,-7.53,-8.81,-6.28,-8.82,-5.74,-8.33,-8.1,-7.61,-8.77
196609,-3.04,0.03,0.3,0.35,0.86,1.57,0.5,-0.65,-2.5,-1.63
196610,1.49,6.12,4.8,8.18,5.69,6.13,0.45,5.08,2.78,3.02
196611,7.76,2.1,3.7,-2.46,1.17,-0.13,-3.21,1.61,-0.85,2.32
196612,-1.23,1.22,0.89,0.34,0.79,2.16,1.03,0.08,1.98,0.21
196701,8.03,6.07,6.99,6.03,7.03,7.38,12.64,10.91,13.86,16.72
196702,4.21,1.21,1.86,-0.46,-1.61,1.16,-1.42,-0.85,-1.51,1.33
196703,4.04,4.14,3.58,4.1,4.47,3.86,5.68,5.78,3.76,8.55
196704,7.27,4.6,3.2,0.56,3.87,2.75,8.23,2.16,3.35,4.87
196705,-5.69,-4,-3.25,-4.11,-5.42,-2.17,-4.83,-1.51,-2.03,-5.41
196706,3.32,1.71,0.38,1.26,0.66,3.06,1.42,4.86,3.92,5.66
196707,4.74,4.2,-1.01,5.74,6.11,8.6,8.15,7.01,8.15,6.79
196708,-1.04,-1.17,-0.1,-0.85,-1.18,-0.8,-0.75,-1.25,2.18,1.01
196709,5,2.21,3.26,2.76,3.36,2.99,3.46,1.85,3.63,4.5
196710,1.58,-2.89,-3.49,-4.02,-2.28,-5.45,-5.28,-2.33,-5.52,-5.34
196711,2.6,1.29,-0.04,0.21,-0.45,-0.99,-0.58,-0.44,-0.06,1.16
196712,2.16,2.41,1.73,3.46,3.65,4.09,6.64,6.27,4.48,4.48
196801,-8.94,-4.28,-1.48,-1.2,-2.17,-2.47,-2,-2.23,-2.16,1.08
196802,-3.54,-3.33,-2.49,-2.7,-2.32,-3.08,-3.17,-4.08,-3.97,-4.32
196803,3.69,1.07,-0.62,-2.31,0.04,-0.98,0.58,-0.04,2,-0.72
196804,11.58,10.84,6.21,6.55,5.31,9.31,8.56,11.79,10.63,14.25
196805,3.96,1.73,-0.44,2.49,0,1.38,3.11,5.03,4.82,5.9
196806,-1.66,1.41,2.48,2.14,2.71,2.48,1.61,3.47,-0.84,-0.88
196807,-5.8,-5.61,-3.54,-3,-2.35,-0.83,0.11,4.7,0.3,1.4
196808,0.78,1.65,1.76,3.24,2.5,1.8,1.74,1.85,0.87,1.97
196809,2.19,5.29,4.11,5.55,4.92,5.12,4.21,2.2,5.72,7.86
196810,-3.34,-1,2,0.38,2.1,3.25,2.51,3.74,1.97,1.12
196811,7.83,4.53,5.42,6.15,7.41,2.92,5.07,5.86,7.85,6.56
196812,-4.98,-3.89,-4.03,-3.9,-3.89,-3.25,-3.97,-3.61,-0.58,-1.44
196901,-2.48,-1.79,-1.14,-0.18,0.57,-0.89,0.41,-0.3,-0.82,0.11
196902,-4.41,-4.67,-5.54,-6.15,-6.55,-4.07,-4.19,-3.65,-6.38,-7.14
196903,4.9,3.58,2.46,2.31,1.43,4.34,2.14,3.17,4.1,2.19
196904,4.02,3.5,1.83,1.68,2.88,0.01,3.41,0.03,0.85,0.07
196905,-0.44,0.35,-1.4,-1.08,-0.89,1.58,0.8,1.72,2.16,1.17
196906,-1.05,-6.16,-6.56,-9.19,-9.1,-7.76,-6.18,-6.98,-9.83,-8.68
196907,-4.97,-4.58,-6.55,-6.2,-7.76,-6.92,-7.37,-5.17,-8.09,-5.99
196908,7.94,7.4,5.65,6.6,5.26,5,2.91,2.69,3.42,2.52
196909,0.42,-0.42,-1.61,-2.96,-2.48,-5.56,-2.61,-4.19,-4.31,-3.55
196910,5.85,8.54,6.45,5.43,7.05,7.23,6.17,3.38,2.39,6
196911,-1.1,-2.73,-3.15,-4.24,-3.62,-4.75,-3.92,-1.7,-4.38,-5.77
196912,0.08,1.21,-1.39,-2.17,-2.67,-2.61,-3.45,-3.6,-1.97,-4.13
197001,-8.36,-7.68,-8.65,-6.21,-7.51,-6.87,-8.29,-5.93,-8.83,-5.55
197002,1.81,5.24,6.17,5.68,7.6,8.59,8.04,7.49,6.65,6.14
197003,-3.11,-4.2,-0.32,-0.66,-0.58,-0.22,1.71,2.45,2.28,2.09
197004,-12.97,-11.75,-10.18,-8.97,-11.6,-9.83,-9.97,-8.16,-7.36,-8
197005,-8.04,-10.54,-7.63,-4.46,-8.5,-5.66,-6.59,-4.4,-1.19,-4.64
197006,-9.85,-4.32,-3.48,-3.44,-4.06,-4.52,-3.52,-6.68,-3.51,-3.55
197007,1.74,8.62,8.69,8.84,8.57,9.75,10.15,8.53,8.69,6.4
197008,5.39,2.4,3.59,4.87,5.53,3.68,7.64,5.06,5.4,6.24
197009,8.84,7.62,6.87,3.28,0.74,0.42,1.07,2.57,3.59,6.28
197010,-1.19,-0.04,-3.37,-2.52,-3.04,-3.05,-1.21,0.85,-1.63,-2.91
197011,4.26,5.12,3.79,6.07,5.74,5.32,6.84,5.54,5.81,3.11
197012,4.41,5.02,7.43,7.47,8.12,7.87,5.56,6.29,6.07,8.65
197101,4.88,5.04,4.81,6.7,4.87,7.47,2.53,2.33,3.84,6.67
197102,2.53,2.57,1.83,2.45,0.82,-2.62,1.67,2.56,3.12,2.88
197103,7.35,4.08,3.63,5.76,5.26,1.41,3.47,1.96,2.8,4.57
197104,3.44,4.48,2.86,3.98,3.38,1.62,3.93,3.19,3.58,4.27
197105,-2.83,-2.94,-2.88,-3.01,-3.51,-4.85,-4.66,-4.31,-5.03,-4.57
197106,1.07,1.15,0.17,0.5,0.45,0.85,-1.23,0.49,-2.14,0.56
197107,-5.05,-4.28,-3.61,-3.45,-4.37,-3.6,-2.8,-4.21,-3.29,-5.58
197108,5.81,7.2,4.94,4.8,4.94,3.37,-0.88,2.57,1.03,5.46
197109,1.09,-0.45,0.36,-0.47,-0.83,-1.75,-0.76,-2.13,-1.19,-2.96
197110,-3.94,-3.18,-5.31,-4.87,-4.78,-3.31,-2.31,-4.3,-4.13,-7.14
197111,1.23,0.62,-0.77,-2.08,-0.63,-0.23,0.33,0.28,-1.48,-2.75
197112,8.94,9.91,8.9,10.28,9.61,9.19,7.95,7.42,10.01,10.29
197201,4.67,0.97,1.76,1,1.36,0.48,0.2,4.59,5.33,7.15
197202,4.27,5.81,4.69,2.48,1.62,1.34,0.66,2.36,1.04,1.53
197203,3.52,0.86,1.39,1.8,0.8,1.15,-3.06,-0.51,-2.51,0.75
197204,0.84,0.98,1.8,0.84,2.54,-1.16,-0.76,-0.93,-0.11,-0.38
197205,2.74,3.71,0.5,0.44,-0.04,-0.34,2.73,-0.27,1.07,-2.99
197206,-0.16,-2.24,-2.86,-1.73,-4.2,-2.48,-1.4,-3.1,-3.52,-5.14
197207,1.25,1.4,-2.49,-1.58,-0.8,-1.7,-2.09,0.37,-2.09,-1.98
197208,-0.65,0.64,3.06,5,5.71,5.39,5.71,6.71,9.33,6.1
197209,0.4,-0.34,-2,-3.2,-2.08,-1.24,-1.64,1.46,-0.66,-2.12
197210,1.65,-0.39,0.28,0.23,1.31,2.28,1.15,0.88,2.65,1.11
197211,0.18,2.44,5.25,5.85,7.44,8.94,7.97,7.57,6.99,8.63
197212,4.21,2.36,1.87,-0.01,0.18,-0.26,-2.78,0.63,-1.13,-1.58
197301,-4.24,0.78,-5.28,-4.57,-4.44,-5.56,-5,-1.18,1.15,-2.37
197302,-2.78,-2.81,-4.71,-5.33,-5.19,-4.61,-4.42,-4.03,-6.78,-4.49
197303,-0.68,-0.94,-1.6,-1.54,1.57,-1.08,-2.16,0.94,0.89,-2.18
197304,-6.67,-6.04,-6.3,-5.51,-4.5,-4.15,-3.37,-0.56,-2.81,-1.86
197305,0.17,-1.24,-2.3,-2.25,-1.19,-2.54,-1.76,-2.29,-5.3,-4.03
197306,-0.81,-0.29,-1.71,-3.62,-0.76,-3.16,-0.51,0.65,-0.49,-1.84
197307,5.26,9.8,8.14,6.15,7.94,2.8,2.1,2.22,2.63,6.75
197308,-3.25,-4.12,-1.08,-3.21,-1.33,-4.1,-3.18,-2.42,-2.55,-3.5
197309,-1.31,4.7,8.92,9.96,9.59,9.13,8.2,9.46,8.14,8.22
197310,0.64,-0.55,2.11,0.98,1.2,-1.34,-3.25,0.38,-1.01,-3.87
197311,-11.84,-12.44,-13.12,-14.4,-12.33,-11.02,-11.15,-11.67,-12.33,-15.2
197312,-2.4,-1.83,3.59,3.79,3.96,6.36,4.66,4.58,1.78,-0.3
197401,-2.44,0.51,-3.1,0.72,1.28,-1.52,2.78,3.94,7.06,9.4
197402,-2.07,-0.63,2.35,0.55,1,-0.96,1.52,2.73,1.59,2
197403,-1.2,-2.52,-2.06,-2.34,-2.06,-3.01,-3.31,-3.18,-2.68,0.41
197404,-3.18,-3.32,-3.95,-6.21,-5.46,-4.76,-4.88,-5.76,-8.26,-3.08
197405,-0.54,-1.32,-7.04,-6.96,-6.85,-6.2,-2.37,-6.84,-5.68,-3.87
197406,-1.82,-1.07,-1.86,-3.52,-1.88,-2.93,-1.12,-2.76,-3.84,-4.39
197407,-12.59,-7.04,-4.72,-3.28,-3.23,-3.41,0.07,-9.08,-4.33,-4.63
197408,-9.23,-10.85,-12.49,-5.83,-8.18,-6.63,-7.14,-4.45,-6.98,-7.69
197409,-16.75,-11.52,-7.28,-7.01,-6.18,-6.16,-6.26,-8.94,-8.24,-8.02
197410,22.62,21.22,16.55,15.31,11.2,12.24,11.76,2.52,7.23,2.61
197411,-4.83,-2.93,-1.96,-3.98,-3.03,-4.96,-2.68,-5.18,-4.44,-5.74
197412,-4.03,-3.33,-3.3,0.48,-2.43,-2.02,-0.36,-1.75,-3.56,-3.51
197501,9.34,10.69,17.48,13.17,18.54,21.33,19.08,23.94,26.34,26.17
197502,11.33,5.38,3.58,4.71,4.3,2.57,0.73,3.06,1.59,-0.4
197503,2.88,3.31,5.15,0.41,3.07,4.18,1.63,6.57,7.06,9.62
197504,5.23,7.27,5.46,2.92,2.22,4.89,2.75,3.92,4.6,2.84
197505,5.42,6,5.26,5.56,6.77,5.96,5.33,5.21,7.5,6.31
197506,2.51,5.65,7.33,5.5,8.3,6.05,6.45,9.97,6.33,7.38
197507,-8.83,-6.1,-6.31,-3.86,-4.76,-5.42,-3.02,-3.94,-3.64,-3.78
197508,-3.36,-1.91,-2.55,-2.2,-2.01,-0.74,-0.85,-1.57,-0.3,-4.84
197509,-4.51,-5.26,-1.71,-3.15,-2.7,-2.68,-2.53,-2.13,-3.44,-4.46
197510,8.69,7.83,5.12,2.64,5.6,3.36,5,3.53,3.19,0.29
197511,3.88,2.93,3.41,3.41,2.75,0.99,2.25,1.94,4.41,2.97
197512,-3.24,-1.89,0.47,-0.51,0.12,1.9,0.35,0.12,0.59,0.41
197601,11.27,11.63,10.13,12.92,12.95,10.73,15.77,17.52,21.6,22.92
197602,-3.2,1,1.41,1.54,1.95,0.51,2.89,1.92,4.96,8.65
197603,3.66,2.65,2.51,1.98,1.58,3.56,2.46,3.38,0.75,1.12
