,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196712,2.01,3.17,3.17,1.89,1.91,2.68,3.93,6.42,7.93,10.24
196801,0.13,-3.62,-3.66,-6.19,-6.24,-4.39,-4.7,-8.92,-7.13,-3.25
196802,-1.62,-1.85,-3.58,-3.13,-3.88,-2.75,-6.61,-6.18,-7.69,-10.23
196803,0.32,0.89,-1.09,0.94,-0.5,3.42,3.14,0.83,1.56,-1.47
196804,6.02,7.48,10.06,9.98,10.25,11.5,11.95,13.85,15.27,18.56
196805,0.19,2.12,1.01,3.4,2.43,4.24,5.06,5.96,6.26,8.65
196806,2.56,1.61,2.09,1.68,-0.22,1.02,-0.09,-0.19,-1.76,-2.79
196807,1.69,-2.11,-2.95,-3.33,-2.81,-2.61,-7.06,-5.75,-5.9,-3.73
196808,1.15,1.74,0.95,2.74,3.35,3.42,1.65,2.45,1.04,3.38
196809,3.26,3.46,2.77,4.31,4.64,5.5,7.35,7.12,6.79,10.67
196810,2.84,0.25,0.13,2.61,1.36,1.72,-0.34,-0.77,-0.87,-2.95
196811,5.88,2.64,5.02,7.48,7.6,6.22,7.78,7.76,9.99,8.33
196812,-4.74,-4.19,-2.33,-3.48,-2.69,-3.59,-2.51,-1.74,-3.09,0.32
196901,-0.95,-0.67,0.3,-0.07,-0.21,-0.56,-1.19,-1.56,-3.73,-1.72
196902,-2.6,-3.67,-5.03,-5.82,-6.54,-7.9,-6.94,-9.53,-11.1,-11.28
196903,2.36,4.24,4.65,3.02,3.06,2.01,2.86,2.63,2.09,2.43
196904,2.5,2.86,1.4,0.87,1.61,0.73,2.2,1,2.12,1.82
196905,0.32,0.95,0.7,0.63,0.67,-1.21,1.74,-1.6,-2.06,0.7
196906,-3.16,-5.59,-6.02,-7.65,-8.05,-6.64,-9.16,-12.29,-12.25,-16.44
196907,-5.02,-5.94,-4.87,-6.72,-7.92,-5.73,-8.69,-9.55,-10.63,-11.7
196908,2.78,4.62,5.87,5.77,4.92,6.28,6.77,10.1,7.1,9.14
196909,-2.86,-1.81,-1.16,-0.55,-2.12,-3.12,-2.81,-4.9,-2.39,-4.67
196910,4.53,4.71,6.91,5.92,4.94,4.41,6.27,9.3,7.09,9.12
196911,-2.32,-3.51,-3.71,-2.19,-2.65,-4.38,-4.68,-3.92,-5.66,-7.23
196912,-1.59,0.94,-2.47,-2.42,-2.13,-0.86,-2.94,-4.67,-6.14,-8
197001,-5.63,-6.9,-7.64,-7.28,-7.34,-8.72,-12.15,-10.77,-10.71,-10.45
197002,6.39,4.46,5.2,7.06,6.15,6.44,7.98,8.48,2.42,0.96
197003,1.58,-0.14,-0.65,0.53,-0.01,-1.07,-1.63,-3.71,-4.47,-6.35
197004,-7.71,-9.37,-7.73,-8.43,-11.22,-14.1,-12.41,-15.91,-18.42,-22.44
197005,-5.95,-5.12,-4.63,-7.5,-6.53,-5.97,-6.23,-10.85,-10.51,-13.4
197006,-4.62,-2.12,-3.9,-3.34,-6.16,-6.63,-8.23,-12.44,-12.13,-12.12
197007,9.5,8.78,4.36,5.71,11.3,6.94,6.79,9.84,4.81,4.4
197008,3.97,4.91,4.69,3.38,5,5.24,7.46,7.12,10.57,9.52
197009,1.03,0.79,4.89,4.32,6.89,6.68,9.38,10.32,14.88,20.69
197010,-1.57,0.64,-0.43,-0.85,-0.87,-3.22,-4.33,-7.21,-8.83,-12.11
197011,6.13,6.33,4.76,4.69,3.9,4.49,5.22,4.46,1.64,-2.41
197012,6.35,5.08,6.05,7.21,6.34,6.01,7.83,10.12,7.99,3.01
197101,2.89,4.47,5.1,5.12,7.21,9.07,9.11,12.41,12.56,14.94
197102,0.62,1.91,2.06,2.12,3.24,2.46,3.99,2.07,3.14,4.38
197103,4.07,4.11,2.85,5.16,4.54,5.53,6,7.18,6.78,5.65
197104,2.35,3.27,4.36,2.7,5.55,5.2,4.94,5.61,3.19,3.48
197105,-4.34,-3.7,-3.11,-1.76,-2.75,-2.92,-3.22,-4.75,-5.01,-6.65
197106,0.05,2.19,1.06,0.59,1.77,-1.18,-0.46,-1.19,-4.59,-3.78
197107,-2.44,-3.66,-4.54,-3.16,-4.66,-4.29,-6.82,-5.84,-9.79,-10.2
197108,3.54,4.13,2.21,4.41,4.49,5.73,6.55,7.61,6.82,5.74
197109,0.29,0.06,-0.34,-0.64,-0.77,-1.7,-1.18,-1.96,-1.85,-1.15
197110,-1.34,-2.99,-3.36,-4.96,-5.27,-6.39,-7.32,-7.04,-6.05,-9.6
197111,0.24,0.62,0.93,-0.28,-0.71,0.28,-2.83,-0.95,-1.42,-4.99
197112,6.99,9.89,8.78,8.37,8.47,10.42,11.18,12.01,13.29,12.89
197201,1.09,0.82,2.14,1.79,3.17,6.91,4.37,6.14,8.25,13.09
197202,1.23,3.59,3.11,3.53,4.05,4.12,3.7,5.98,3.66,4.19
197203,1.54,1.12,1.12,1.19,-0.72,1.51,-0.23,-1.09,-1.5,0.02
197204,-0.16,-0.15,1.86,1.99,0.85,0.79,0.51,3.06,-0.49,-1.45
197205,1.96,2.46,2.05,1.62,1.5,0.16,-0.37,1.09,-0.95,-1.47
197206,-1.53,-2.04,-0.85,-1.87,-1.83,-3.9,-5.7,-4.45,-4.76,-2.42
197207,1.17,1.56,-0.77,0.48,-2.76,-1.44,-3.9,-6.29,-2.34,-8.41
197208,4.72,3.12,5.13,2.39,4.65,3.37,4.07,2.5,0.73,-1.17
197209,0.41,-0.34,0.32,-0.54,-1.04,-1.79,-2.09,-3.04,-4.86,-4.89
197210,0.36,1.05,1.87,2.95,0.65,0.8,-0.89,1.02,-0.08,-4.87
197211,6.26,4.45,3.95,3.43,6.09,5.21,6.53,5.42,5.8,4.83
197212,1.02,2.11,2.93,1.01,-0.93,1.23,-0.8,-2.01,-1.85,-3.2
197301,0.08,-1.83,-1.05,-5.63,-4.21,-5.5,-5.7,-7.63,-9.67,-11.37
197302,-2.91,-3.21,-4.23,-4.78,-4.36,-6.09,-8.4,-6.03,-9.55,-11
197303,0.26,-1.11,0,0.08,-1.7,-1.59,-1.05,-4.25,-1.42,-3.63
197304,-0.81,-4.51,-4.64,-5.2,-6.99,-7.42,-8.15,-9.69,-9.72,-12.57
197305,-1.41,-1.97,-1.27,-0.58,-3,-4.31,-1.64,-5.88,-7.95,-12.64
197306,-0.46,-0.51,-0.49,0.26,-1.28,-4.2,-1.31,-4.35,-3.28,-4.8
197307,0.25,2.31,4.01,6.11,9.63,10.82,13.31,14.54,15.33,20.09
197308,-3.37,-3.71,-3.17,-2.07,-1.05,-3.3,-2.09,-3.91,-3.71,-6.73
197309,5.59,0.3,4.47,6.55,8.64,9.01,7.89,9.57,12.57,10.75
197310,-1.42,1.05,0.58,3.24,-0.2,-3.74,-1.26,-3.14,-2.78,-4.27
197311,-9.15,-9.04,-11.9,-14.51,-10.98,-14.19,-19.6,-17.92,-23.04,-22.17
197312,1.17,2.06,0.76,2.37,-1.01,3.02,-0.17,0.58,-1.69,-1.48
197401,0.76,-1.83,0.86,-2.11,-0.18,0.61,5.01,3.43,8.47,11.32
197402,0.79,-0.28,-0.73,1.02,-0.08,0.52,-0.09,1.48,0.67,-1.4
197403,-2.8,-2.44,-0.82,-2.08,-3.67,-0.99,-1.77,-3.65,-4.07,-2.04
197404,-6.73,-2.95,-4.86,-2.97,-3.16,-4.29,-5.25,-7.11,-6.54,-8.51
197405,-3.25,-3.38,-3.5,-2.32,-5.53,-3.59,-4.71,-5.69,-10.24,-10.05
197406,-0.67,-4.18,-0.6,-2.52,-3.86,-2.3,-2.64,-5.15,-5.49,-7.83
197407,-8.96,-6.25,-6.61,-8.96,-5.36,-7.45,-6.81,-4.4,-6.82,-7.9
197408,-6.56,-10.29,-8.26,-8.9,-9.85,-9.67,-10.23,-8.73,-8.87,-11.23
197409,-6.68,-9.54,-12.51,-13.16,-12.82,-10.06,-11.24,-13.6,-12.5,-14.47
197410,12.47,14.11,15.36,15.69,18.28,21.94,21.87,22.49,22.98,19.52
197411,-2.9,-3.75,-5.08,-4.48,-3.46,-3.97,-2.7,-4.54,-4.13,-7.05
197412,0.39,-0.17,-3.76,-1.53,-2.05,-4.79,-5.97,-5.06,-5.21,-12.34
197501,10.78,15.18,13.56,11.35,12.29,15.38,16.69,20.88,22.87,30.18
197502,3.47,3.57,8.65,6.5,7.38,7.55,4.23,9.05,8.19,3.1
197503,0.93,1.52,2.26,3.63,3.17,7.13,5.3,8.5,11.91,12.16
197504,1.75,5.88,5.04,4.94,6.11,5.97,5.16,6.12,7.54,1.36
197505,5.83,5.67,3.76,5.45,6.26,6.25,7.71,8.91,8.42,7.91
197506,5.36,3.29,5.27,7.33,4.4,6.06,5.48,6.87,7.59,6.18
197507,-5.21,-6.21,-6.87,-5.64,-7.89,-6.41,-6.22,-5.22,-6.22,-5.46
197508,-2.33,-2.21,-0.24,-1.92,-3.12,-4.19,-2.73,-4.96,-6.48,-6.72
197509,-1.99,-4.16,-4.03,-3.91,-4.05,-5.15,-5.95,-4.71,-4.59,-6.58
197510,5.43,6.14,6.74,6.34,7.82,5.68,5.46,2.09,3.61,0.77
197511,2.17,1.37,5.06,3.11,3.65,2.99,4.66,2.52,2.5,1.31
197512,0.06,-1.15,-1.64,-1.86,-2.63,-0.43,-1.05,-1.21,-0.6,0.59
197601,9.83,12.28,12.63,12.42,14.82,16.33,18.51,16.03,19.47,19.11
197602,-0.65,-0.25,-1.37,1.17,0.97,2.54,3.84,6.33,9.9,13.79
197603,2.57,3.78,3.21,0.95,2.31,2.6,2.04,2.13,3.24,1.7
197604,0.46,-1.54,-0.64,-1.6,-2.26,-2.51,-2.12,-3.57,-2.26,-3.87
197605,-0.95,-1.05,-1.14,-0.95,-0.9,0.85,-1.28,0.06,-2.07,-3.64
197606,4.1,3.34,4.08,5.17,4.92,6.68,5.88,7.69,6.14,4.99
197607,0.3,-0.43,-1.34,-0.23,-1.08,-1.39,-2.09,-1.33,-0.72,-2.26
197608,1.27,0.48,-1.51,-1.11,0.65,0.03,-2.5,-2.53,-3.47,-4.65
197609,2.95,2.83,1.59,2.53,1.95,1.92,3.04,2.26,3.11,2.62
197610,-1.35,-1.73,-0.89,-2.99,-3.42,-1.98,-3.83,-3.96,-2.2,-4.01
197611,1.41,-0.45,0.16,-0.31,-0.34,2.08,3.3,3.24,4.91,3
197612,5.26,5.08,6.24,4.63,6.26,7.2,9.25,9.94,8.2,11.25
197701,-2.32,-3.82,-6.36,-5.05,-4.58,-5.07,-2.07,-1.74,1.08,0.7
197702,-1.17,-1.84,-0.99,-1.84,-2.21,-1.15,-2.8,-1.99,-4.06,-2.03
197703,-1.44,-1.19,-1.38,-0.36,0.61,-0.87,-0.76,-0.22,-0.42,0.24
197704,0.27,0.75,0.63,0.83,-0.81,1.32,1.8,1.11,1.33,0.65
197705,-0.25,-0.54,-2.45,-1.31,-0.73,-1.66,-3.42,-1.49,-0.01,-0.81
197706,4.18,3.84,4.55,5.88,6.21,6.53,6.17,9.06,8.12,7.96
197707,0.06,-2.01,-1.5,-2.44,-0.59,-1.92,-2.38,-2.16,-1.45,-1.35
197708,-2.02,-3.2,-1.07,-0.1,-0.3,0.34,0.34,-0.01,-0.51,-1.68
197709,0.35,0.76,0.1,-0.72,-0.15,-0.38,-0.47,-0.09,1.24,-0.52
197710,-3.43,-3.35,-3.73,-4.91,-4.49,-4.2,-3.75,-4.83,-4.69,-4.23
197711,2.33,4.44,4.95,5.2,5.26,5.03,6.02,8.62,10.26,7.18
197712,1.27,0.35,0.46,0.02,0.5,0.7,1.08,1.84,1.01,0.41
197801,-4.39,-6.71,-6.29,-6.68,-6.52,-6.8,-3.72,-4.84,-3.77,-1.24
197802,-0.25,-1.01,-2.08,-1.72,-2.79,-1.09,0.76,1.3,0.13,1.68
197803,1.14,3.59,3.25,3.96,4.47,6.45,5.1,5.53,8.59,6.22
197804,6.27,7.41,9.75,10.5,9.38,10.33,11.24,9.5,9.06,6.4
197805,-0.82,1.82,2.85,2.51,2.26,4.84,5.46,6.54,6.7,8.75
197806,-1.16,-1.88,-0.56,-0.84,-1.44,-0.97,-2.03,0.41,-1.82,0.39
197807,2.96,5.09,6.14,5.81,6.47,7.94,9.95,7.06,9.11,4.52
197808,2.8,3.95,2.98,4.41,4.09,5.57,6.78,6.34,7.28,10.64
197809,1.29,-0.37,-1.47,-1.24,-1.42,-1.88,-1.62,-2.2,-2.8,-2.89
197810,-6.32,-7.79,-9.83,-10.94,-12.2,-15.75,-15.23,-20.14,-24.61,-28
197811,2.2,2.24,2.44,3.27,3.44,5.27,7.5,8.8,8.68,9.79
197812,-0.12,3.12,0.71,2.38,2.37,2.91,2.21,2.28,1.89,0.43
197901,4.43,4.5,3.77,4.63,4.97,6.54,6.92,8.17,7.67,9.48
197902,-2.13,-2.07,-2.89,-3.87,-2.9,-3.09,-4.89,-4.71,-3.47,-2.55
197903,3.22,4.53,6.36,7.66,9.13,9.22,11.36,12.63,13.2,10.85
197904,-0.63,2.14,1.46,1.25,1.14,-1.32,0.46,0.98,2.17,3.03
197905,-0.95,-0.52,-1.86,-1.95,-2.75,-0.89,-0.79,-0.56,-2.75,-3.07
197906,2.33,3.95,4.88,5.62,6.52,8.2,7.05,7.17,7.4,5.37
197907,0.29,1.41,1.95,3.19,2.67,2.47,2.88,4.16,1.47,-0.9
197908,3.83,6.34,5.93,8.27,8.06,9.11,8.69,8.15,7.89,4.99
197909,-1.72,0.01,-0.15,1.14,2.95,1.06,0.4,0.22,0.85,-1.78
197910,-6.21,-6.52,-6.99,-7.15,-8.89,-7.79,-6.36,-8.63,-7.87,-12.18
197911,3.29,3.99,6.21,6.36,9.14,10.57,10.06,9.64,8.75,8.68
197912,0.39,-0.53,1.79,3.63,4.62,5.79,5.54,7.19,7.89,8.52
198001,2.59,3.82,5.67,8.29,8.2,11.92,10.79,9.73,9.82,10.38
198002,-3.76,0.68,-4.31,-0.88,2.73,5.08,-0.6,1.75,-0.58,1.4
198003,-4.46,-5.46,-7.1,-10.42,-10.95,-14.03,-17.22,-17.79,-20.91,-25.58
198004,6.89,5.66,5.31,4.07,2.7,5.48,4.57,4.5,6.36,7.48
198005,5.82,5.69,6.47,5.16,5.24,8.3,4.87,6.44,9.06,5.67
198006,2.15,3.1,4.05,4.03,3.08,4.28,4.55,4.16,3.46,6.44
198007,3.43,5.77,7.89,8.97,7.02,8.73,7.56,7.26,13.85,6.08
198008,1.47,1.04,1.14,1.52,0.94,5.08,2.99,5.1,7.25,6.59
198009,-0.65,0.82,3.08,4.29,3.3,4.54,7.46,3.93,5.42,3.55
198010,-1.29,1.03,0.83,2.36,0.71,4.61,5.21,2.9,4.79,4.44
198011,1.23,7.84,5.46,10.62,12.58,17.21,15.17,16.96,16.57,13.6
198012,2.42,-1.59,2.32,-1.05,-2.13,-6.5,-6.69,-8.06,-7.69,-8.71
198101,2.83,-0.44,-2.26,-1.9,-4.1,-8.66,-8.54,-8.39,-8.75,-5.95
198102,3.48,2.42,2.23,2.15,2.47,-0.63,-0.6,1.6,-0.34,-0.09
198103,4.05,2.77,4.96,9.23,1.1,7.57,5.18,7.88,4.54,5.38
198104,3.53,-0.98,-0.6,0.1,-2.92,-4.66,-0.72,-5.2,-1.68,-1.91
198105,2.49,2.07,-0.39,1.05,-1.64,0.97,0.5,3.24,1.3,3.21
198106,0.27,0.23,-1.12,-0.1,0.47,-1.92,0.82,-1.42,-6.64,-6.01
198107,-1.83,-1.15,-3.29,-2.9,-0.82,2.93,0.92,5.45,2.29,1.76
198108,-2.56,-4.77,-5.93,-4.99,-5.56,-7.33,-7.94,-7.77,-8.63,-8.7
198109,-1.65,-3.96,-3.61,-4.49,-4.86,-6.71,-9.65,-8.17,-14.11,-14.56
198110,2.74,2.29,6.35,5.56,6.55,8.24,9.57,10.84,11.99,12.54
198111,5.72,5.27,3.69,3.92,4.26,4.72,3.56,5.55,3.17,1.97
198112,-1.49,-2.28,-0.48,-2.75,-3.39,-3.05,-3.63,-5.46,-4.51,-6.74
198201,0.22,-2.38,-2.87,1.12,-3.84,-4.7,-3.74,-4.91,-5.97,-8.53
198202,-1.7,-1.45,-3.43,-4.06,-6.31,-5.98,-11.01,-9.24,-10.29,-8.49
198203,0.87,-0.04,-0.06,-0.13,-1.02,-2.38,-2.38,-2.78,-3.14,-4.96
198204,1.94,4.74,4.81,3.42,4.79,6.77,6.37,5.94,6.24,4.33
198205,-1.17,-2.82,-3.42,-3.61,-4.13,-2.57,-0.96,-4.57,-4.01,-6.44
198206,-1.31,-0.3,-0.99,-1.93,-1.31,-3.34,-2.99,-5.27,-2.82,-7.27
198207,0.75,-1.57,-1.92,-2.55,-2.54,-4.52,-4.59,-5.02,-6.08,-4.68
198208,10.53,11.63,13.22,12.4,11.38,14.48,12.5,14.43,10.93,8
198209,2.37,1.61,4.76,1.24,2.6,0.36,1.32,1.07,1.69,-0.69
198210,8.21,8.61,8.77,13.17,12.41,13.59,13.43,19.37,20.89,13.89
198211,3.99,4.36,3.62,4.85,7.46,3.69,5.95,9.13,8.18,7.46
198212,1.65,1.69,3.09,1.73,-0.86,1.29,-0.69,3.12,-1.2,0.75
198301,3.01,5.22,2.69,2.79,2.05,4.03,4.42,8.37,7.63,9.32
198302,3.22,1.88,3.19,4.11,4.59,5.74,1.63,4.21,2.99,0.73
198303,2.49,3.18,3.01,4.72,4.72,3.45,3.55,4.83,2.16,1.33
198304,4.77,8.48,6.75,6.38,6.46,9.11,6.42,8.19,8.14,9.05
198305,-0.21,-2.39,-0.59,3.05,2.29,2.31,1.49,2.96,6,9.85
198306,-0.72,4.09,2.64,3.28,4.07,5.23,8.14,4.33,7.6,4.88
198307,0.49,-2.75,-2.23,-2.87,-3.76,-3.86,-6.19,-6.3,-5.61,-7.89
198308,3.09,0.56,-0.22,-0.27,1.62,2.24,-1.41,-2.68,-2.7,-3.12
198309,2.92,4.9,2.48,2.14,0.37,-0.78,0.66,-1.04,0.92,-1.34
198310,0.86,0.02,0.34,-3.3,-2.35,-3.62,-5.86,-6.21,-7.71,-11.42
198311,-0.67,2.41,2.36,4.06,2.21,4.19,4.16,6.64,6.03,4.76
198312,-2.22,0.61,-1.49,0.38,-1.21,-1.68,-1.1,-0.99,-1.29,-4.22
198401,1.33,-2.54,-0.96,-1.06,-1.21,1.43,-2.21,-3.9,-3.29,-1.26
198402,-3.42,-3.84,-3.01,-4.83,-4.95,-5.24,-2.27,-5.58,-5.37,-5.29
198403,1.22,0.69,2.38,1.57,1.47,1.89,2.35,3.36,-0.46,-0.83
198404,1.21,0.68,1.77,0.57,0.01,-0.4,-0.94,-0.42,-1.56,-0.6
198405,-2.39,-3.81,-4.46,-6.17,-6.3,-5.83,-6.69,-6,-7.61,-7.12
198406,2.02,2.81,1.73,3.45,2.07,2.48,2.61,4.78,4.07,1.07
198407,0.78,-1,-0.57,-2.09,-2.44,-3.72,-3.38,-2.27,-4.18,-7.18
198408,5.75,9.7,11.71,12.33,12.26,12.6,13.79,14.47,14.44,12.83
198409,2.5,2.19,-0.01,-1.26,-0.6,0.25,0.72,-1.57,-5.84,-2.68
198410,2.35,0.71,0.42,0.18,0.6,-0.41,0.15,-1.55,-2.8,-3.58
198411,1.24,-0.59,-1.09,-1.21,0.3,-0.65,-1.93,-2.54,-4.29,-5.72
198412,2.42,1.98,2.94,2.62,3.07,1.69,2.83,3.02,3.76,0.27
198501,4.28,7.35,6.98,9.38,8.51,9.72,11.17,12.84,12.39,15.39
198502,2.79,1.49,1.51,2.59,1.22,1.81,2.21,0.66,0.57,2.01
198503,3.31,-0.24,1.17,-0.1,-1.54,-1.01,-0.99,-2.71,-1.75,-6.73
198504,2.05,-0.09,1.66,-0.4,-0.28,-0.36,-2.07,-1.25,-3.66,-5.06
198505,5.74,5.16,6.76,6.48,7.29,7.48,5.69,4.59,4.1,0.44
198506,3.24,1.06,2.37,2.13,1.86,1.64,1.99,0.78,1.02,0.34
198507,-2.31,1.23,-1.31,-0.38,-1.52,1.11,-0.72,1.87,1.75,1.5
198508,-0.31,0.24,-0.67,-0.01,-1.1,0.29,-0.2,-0.73,-2.72,-2.85
198509,-3.46,-2.72,-3.59,-4.04,-3.46,-4.32,-4.54,-3.79,-7.36,-8.54
198510,4.54,5.57,5.4,4.74,4.39,4.52,4.46,3.35,4.44,2.37
198511,7.79,6.85,5.5,7.89,8.49,7.13,6.84,7.91,6.12,5.28
198512,6.16,5.04,4.52,3.45,4.76,4.59,2.38,4.85,2.55,4.29
198601,1.4,1.24,0.64,0.27,1.92,2.71,1.66,0.69,0.41,1.61
198602,8.55,9.02,6.07,8.73,8.26,7.78,5.98,8.42,6.73,4.55
198603,5.73,6.72,3.99,5.66,6.18,5.29,8.47,4.99,3.18,3.28
198604,-1.41,-0.02,-1.39,-2.03,0.65,-0.97,-1.29,-1.12,1.04,0.2
198605,2.83,4.64,6.54,4.96,6.34,5.75,6.97,5.75,3.79,3.29
198606,1.53,3.19,1.74,2.22,0.68,1.85,-0.67,2.79,0.53,-1.25
198607,-0.34,-4.23,-5.65,-6.24,-6.63,-7.4,-6.87,-8.18,-11.73,-11.86
198608,8.19,7.7,6.97,6.08,6.84,5.93,4.34,5.8,5.35,1.56
198609,-7.8,-8.46,-7.27,-9.65,-8.22,-8.35,-8.58,-7.58,-7.38,-6.85
198610,1.2,5.26,6.37,6.68,6.54,5.47,6.78,5.75,5.86,1.09
198611,2.27,2.7,1.77,1.28,2.1,0.53,2.16,0.19,-0.16,-3.63
198612,-2.75,-2.47,-1.74,-2.72,-2.69,-2.93,-3.55,-2.56,-4.54,-5.43
198701,9.25,12.7,13.82,13.15,12.68,14.94,14.83,15.73,12.81,10.5
198702,-0.17,4.4,4.88,4.89,5.73,7.18,7.12,8.32,8.77,7.1
198703,-1.39,3.27,1.99,1.2,4.66,3.6,3.54,1.62,2.45,1.46
198704,-4.35,-2.17,0.05,-1.58,-2.4,-2.01,-0.72,-2.54,-2.09,0.32
198705,-0.5,0.5,0.61,0.93,-0.38,1.45,0.37,0.82,1.5,-0.4
198706,5.78,4.28,7.42,5.94,4.92,4.58,3.84,1.72,1.19,-2.19
198707,1.37,3.34,4.28,5.47,5.65,4.23,4.09,6.89,4.56,4.44
198708,4.87,4.57,4.99,4.09,4.53,1.4,3.65,2.95,3.81,0.89
198709,-4.22,-2.47,-1.76,-1.87,-2.31,-0.72,-2.6,-0.47,-0.66,-1.61
198710,-13.89,-17.53,-21.41,-21.76,-24.35,-24.63,-30.24,-29.14,-31.49,-30.25
198711,-2.02,-6.47,-6.9,-8.46,-6.76,-7.05,-9.81,-8.56,-9.99,-8.19
198712,2.49,3.56,5.58,7.47,6.82,11.21,7.65,9.34,11.05,10.2
