,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196506,-4.06,-4.32,-4.15,-6.15,-6.63,-6.47,-8.04,-8.73,-9.51,-12.92
196507,1.59,1.47,0.73,1.95,0.86,3.04,3.49,2.06,7.82,3.37
196508,1.63,3.16,2.96,3.41,4.73,4.64,6.63,5.24,7.91,6.82
196509,3.22,2.02,2.5,3.03,3.88,4.17,3.96,4.49,4.96,3.46
196510,1.55,1.72,2.21,3.32,4.99,5.7,5.57,6.22,6.95,8.35
196511,-2.12,0.69,-0.69,0.86,2.77,4.07,3.07,6.81,3.37,10.53
196512,-0.49,1.45,2.92,1.44,2.21,2.75,4.08,5.02,3.6,4.09
196601,-1.16,0.33,1.52,1.59,3.63,3.74,6.83,5.33,4.63,7.04
196602,-2.82,-0.82,-2.36,-1.9,1.56,2.07,1.36,3.9,5.04,6.32
196603,-3.19,-2.14,-0.54,-1.65,-3.39,1.98,0.89,-3.16,-2.74,-1.67
196604,1.66,2.07,1.22,1.24,4.1,5.45,2.69,5.56,3.81,6.52
196605,-4.06,-4.69,-3.12,-4.34,-6.51,-6.33,-8.23,-8.63,-10.93,-12.85
196606,-2.24,-1.48,0.02,-0.39,-1.35,0.37,-1.08,0.67,2.48,2.36
196607,-0.36,-0.9,-2.99,-0.61,-1.61,-3.1,-3.11,-0.16,-0.82,-3.91
196608,-5.85,-7.03,-7.94,-9.48,-8.3,-7.69,-9.16,-8.74,-9.29,-11.51
196609,0.35,-1.76,-0.25,2.23,0.44,-1.7,-1.62,-4.15,-5.33,-4.22
196610,6.31,4.34,6.6,3.53,6.11,4.6,4.13,-0.75,-4.6,-9.03
196611,-1.48,0.06,2.13,1.04,2.08,2.7,4.22,8.29,14.73,13.11
196612,0.01,-0.4,1.06,0.21,2.7,0.41,-0.11,2.56,2.03,0.34
196701,7.52,5.57,6.84,7.92,9.47,10.88,10.04,14.17,15.09,22.98
196702,1.37,-0.72,-0.25,1.64,2.16,1.48,2.44,1.08,2.88,5.98
196703,3.29,4.65,5.1,3.84,4.65,5.64,5.99,8.37,3.31,6.51
196704,3.51,4.91,2.64,4.21,4.43,7.65,5.95,3.94,6.59,3.89
196705,-3.93,-5.39,-3.58,-4.07,-4.4,-3.75,-3.33,-1.65,-1.69,-2.8
196706,1.48,1.44,1.18,1.71,4.33,3.3,5.74,7.3,8.73,12.14
196707,2.58,6.1,6.98,3.97,5.35,6.17,8.03,7.33,7.24,9.45
196708,-1.05,-0.39,0.98,-1.74,0.9,-0.76,-0.1,-2.12,-1.15,-1.95
196709,4.49,2.53,2.85,2.82,3.46,3.23,2.8,3.99,4.33,6.26
196710,0.24,-3.46,-5.33,-4.46,-5.09,-5.03,-0.42,-0.32,-1.72,-2.93
196711,0.6,1.49,-0.95,0.36,0.84,0.84,1.7,1.57,1.63,0.26
196712,2.14,4,1.4,3.89,2.43,1.85,4.72,6.91,6.42,12.46
196801,-1.86,-3.13,-5.34,-5.25,-3.12,-5.45,-6.54,-6.22,-6.3,-2.37
196802,-1.67,-2.3,-2.84,-5.14,-3.88,-3.42,-6.24,-4.38,-8.01,-10.03
196803,1.13,-0.45,-0.67,0.71,1.54,0.18,2.05,2.7,1.87,-2.25
196804,6.82,8.95,9.76,9.86,9.97,10.7,13.95,13.15,17.1,17
196805,0.92,1.6,2.45,2.84,3.85,3.79,4.86,4.92,8.17,9.36
196806,1.43,2.71,0.83,1.71,0.85,1.3,-0.36,0.31,-0.78,-2.32
196807,-0.63,-1.5,-3.08,-2.17,-2.88,-3.27,-6.64,-6.02,-5.64,-3.82
196808,1,1.65,1.97,2.45,3.86,2.27,1.97,1.67,2.73,3.25
196809,3.3,2.3,5.02,3.95,5.13,5.44,6.93,7.42,8.03,10.84
196810,1.28,0.75,0.91,2.24,3.03,0.58,0.12,-0.01,-2,-2.57
196811,4.31,4.63,6.32,5.95,7.31,7.46,8.1,8.26,9.35,8.21
196812,-4.72,-4.16,-2.49,-3.32,-2.77,-3.08,-2.62,-2.43,-2.36,0.43
196901,-1.01,-0.05,0.31,0.02,0.19,-1.67,-1.01,-2.38,-3.39,-1.65
196902,-2.32,-4.89,-5.73,-5.91,-6.22,-8.13,-6.93,-9.3,-10.66,-10.91
196903,3.38,3.57,3.39,3.24,3.29,3,1.24,3,2.55,1.28
196904,2.76,1.89,1.45,1.91,0.73,1.51,1.28,2.3,2.14,1.22
196905,0.51,1.12,0.79,0.12,-0.66,-0.67,1.71,-2.35,0.29,-0.54
196906,-3.38,-4.73,-6.94,-6.92,-7.67,-9.92,-9.85,-11.57,-12.7,-16.08
196907,-5.29,-4.06,-6.22,-7.26,-6.56,-7.75,-6.86,-10.53,-10.93,-11.78
196908,3.67,4.38,5.18,4.7,7.32,6.84,6.6,8,7.6,8.5
196909,-2.6,-2.2,-1.29,-0.65,-3.63,-3.79,-4.45,-0.86,-1.72,-2.86
196910,3.74,7.35,6.15,4.12,4.44,7.68,9.46,8.1,7.74,7.86
196911,-2.65,-2.65,-3.7,-2.92,-2.58,-4.24,-3.66,-5.37,-4.2,-7.39
196912,-0.8,-0.39,-2.88,-2.21,-2.56,-1,-3.77,-3.35,-4.15,-8.67
197001,-6.22,-6.28,-6.88,-8.14,-8.99,-9.95,-10.54,-10.58,-10.27,-9.12
197002,5.4,5.29,7.06,5.66,7.16,6.71,7.19,6.81,4.15,1.34
197003,1.35,-2.14,1.49,-0.86,0.31,-2.2,-1.88,-3.34,-4.54,-5.7
197004,-8.24,-7.97,-8.57,-9.94,-11.87,-13.97,-13.19,-16,-17.54,-22
197005,-5.68,-5.08,-5.52,-5.61,-7.15,-6.51,-7.44,-10.04,-10.89,-13.12
197006,-4.52,-3.35,-3.11,-6.44,-3.92,-7,-8.56,-9.79,-11.94,-11.97
197007,7.52,6.45,5.74,8.99,10.39,8.03,7.44,7.79,8.87,3.71
197008,4.52,3.9,3.62,4.69,4.92,8.21,6.16,10.16,10.82,8.3
197009,1.83,3.45,3.66,5.35,6.36,7.98,9.61,10.66,15.51,20.49
197010,-0.54,-0.18,-0.17,-1.5,-2.89,-3.87,-4.77,-8.52,-8.66,-11.65
197011,6.31,5.04,4.42,4.68,4.73,4.84,3.88,4.01,0.84,-2.57
197012,5.48,5.01,6.71,7.91,6.6,7.06,7.68,10.22,9,3.86
197101,2.92,5.01,5.95,5.78,5.66,8.69,10.18,12.73,11.89,14.85
197102,1.01,1.35,2.03,1.83,1.79,4.27,3.06,3.1,3.48,4.87
197103,4.19,4.01,3.34,4.04,5.59,5.92,4.74,7.1,6.1,5.84
197104,2.6,4.73,1.94,4.05,4.46,5.24,5.22,5.92,2.86,3.56
197105,-4.2,-3.09,-3.1,-2.49,-2.85,-2.03,-4.07,-5.17,-5.22,-6.17
197106,0.43,1.76,0.36,1.81,0.68,-1.23,-0.1,-1.69,-3.98,-3.88
197107,-3.29,-3.34,-3.17,-4.2,-4.13,-4.43,-6.33,-6.44,-8.51,-9.75
197108,3.96,3.69,3.94,3.27,3.39,5.93,7.26,5.73,8.33,3.95
197109,0.67,-0.93,-1.91,-0.86,-0.04,-0.95,-1.83,-1,0.17,-2.65
197110,-1.59,-4.75,-3.21,-5.46,-5.35,-6.21,-6.74,-7.63,-6,-9.53
197111,0.96,0.33,-0.03,-0.26,0.35,-2.6,-0.39,-2.96,-4.31,-4.12
197112,7.98,9.28,8.65,8.49,9.1,9.58,11.36,13.52,13.77,13.67
197201,2.41,0.77,0.48,2.32,2.68,6.09,3.87,7.37,8.2,12.33
197202,1.51,4.69,2.31,4.32,5.1,3.13,4.66,4.33,4.37,3.85
197203,1.82,0.96,0.07,0.84,-0.79,0.84,0.06,-0.42,-0.89,-0.81
197204,-0.36,1.12,2.13,0.81,0.79,0.41,0.18,3,0.62,-2.15
197205,2.42,2.02,2.6,0.46,0.74,-0.01,0.77,0.06,0.2,-2.74
197206,-1.16,-2.07,-1.41,-2.29,-3.65,-3.16,-5.23,-4.48,-3.72,-3.03
197207,1.35,0.96,-0.95,-0.1,-2.3,-2.56,-4.78,-5.04,-3.6,-7.8
197208,3.36,4.62,4.62,4.49,3.23,3.43,3.86,2.65,1.2,-1.24
197209,0.02,0.66,-0.11,-1.62,-1.11,-1.17,-3.08,-3.02,-4.28,-5.88
197210,-0.07,3.62,1.47,1.35,1.34,0.02,1.69,-1.35,-1.4,-4.71
197211,4.43,3.14,6.18,5.8,6.12,8.12,4.48,6.28,7.09,4.38
197212,2.45,1.1,1.48,0.19,-0.35,0.04,-1.69,-2.44,-1.03,-3.6
197301,0.64,-2.3,-2.71,-5.84,-6.3,-5.91,-6.23,-8.37,-8.4,-10.98
197302,-3.09,-3.19,-3.21,-5.56,-5.61,-6.43,-7.42,-6.06,-9.27,-10.94
197303,-0.25,-0.97,0.53,-1.7,-0.5,-0.77,-0.17,-2.89,-2.03,-3.94
197304,-2.87,-4.3,-5.06,-4.21,-9.33,-7.32,-6.41,-10.09,-9.99,-11.67
197305,-1.3,0.26,-2.7,-2.52,-2.68,-3.3,-4.41,-6.41,-9.65,-10.85
197306,-0.4,0.77,-0.82,-1.71,-3.65,-1.13,-3.32,-3.68,-5.47,-3.94
197307,1.46,3.81,4.37,7.9,12.72,11.76,13.26,13.9,16.85,19.06
197308,-3.77,-2.3,-2.76,-2.58,-0.21,-4.91,-1.2,-3.1,-3.77,-8.79
197309,1.64,5.07,6.65,10,6.69,9.87,9.88,9.24,12.48,10.31
197310,-0.7,0.15,3.16,-0.05,-1.08,-2.87,0.32,-3.88,-3.81,-3.2
197311,-9.9,-9.45,-11.91,-11.24,-14.26,-15.81,-18.3,-18.53,-22.21,-20.98
197312,0.97,2.56,2.73,1.96,0.82,0.22,-1.04,-2.56,-0.81,-2.67
197401,-0.44,-0.5,-1.8,0.18,0.64,2.43,2.12,10.06,6.43,12.27
197402,-0.34,1.29,0.73,-0.68,-0.7,0.16,0.39,1.19,-0.47,-0.57
197403,-2.16,-2.27,-2.04,-2.81,-1.3,-1.62,-4.49,-2.03,-4.53,-0.64
197404,-4.17,-4.23,-3.68,-4.53,-3.84,-6.16,-5.58,-7.3,-6.45,-8.46
197405,-2.11,-3.7,-5.08,-3.41,-5.91,-6.48,-4.22,-8.1,-9.39,-9.43
197406,-0.87,-3.58,-0.3,-3.75,-4.12,-3.55,-2.73,-5.92,-5.07,-6.95
197407,-8.59,-5.7,-8.57,-6.32,-6.1,-5.61,-5.68,-4.27,-7.2,-4.64
197408,-7.58,-9.24,-9.57,-11.48,-9.14,-8.42,-10.21,-9.26,-9.91,-10.89
197409,-11,-12.34,-10.92,-8.47,-9.27,-8.9,-13.53,-10.95,-10.84,-12.73
197410,13.71,17.36,18.34,19.31,16.19,22.12,20.42,19.75,18.52,15.16
197411,-4.82,-3.73,-5.01,-2.67,-1.48,-1.15,-4.46,-4.05,-5.65,-7.36
197412,-1.16,-0.45,-3.8,-3.87,-4.47,-5.3,-4.16,-4.7,-5.87,-12.05
197501,9.76,13.07,13.81,20.81,12.88,17.53,21.34,22.56,27.22,31.35
197502,3.61,9,4.89,6.65,4.57,8.13,4.83,9.21,7.59,2.62
197503,1.48,1.65,3.18,2.6,5.77,5.88,6.82,7.09,10.39,11.52
197504,3.98,5.11,4.08,5.63,6.18,3.44,6.45,6.4,6.05,1.33
197505,4.44,5.12,6.08,7.4,4.12,8.51,8.64,7.54,8.44,9.76
197506,4.2,5.23,5.92,6.43,5.97,6.68,5.08,7.32,7.12,6.46
197507,-6.14,-5.89,-6.15,-6.44,-7.4,-5.34,-6.08,-5.45,-5.98,-4.75
197508,-1.85,-1.76,-1.54,-2.65,-2.86,-4.17,-3.88,-4.77,-6.16,-7.36
197509,-3.05,-2.94,-4.1,-5.44,-4.36,-3.9,-4.43,-5.32,-5.49,-6.31
197510,6.99,4.39,6.71,5.43,6.06,6.32,5.55,4.56,1.99,-0.55
197511,3.28,2.54,2.36,3,3.07,3.66,4.55,4.11,2.66,1.21
197512,-1.01,-1.84,-1.03,-0.6,-1.55,-1.43,0.07,-0.83,-0.69,0.82
197601,10.46,13.64,10.31,15.6,15.63,17.69,15.22,17.16,18.52,20.86
197602,-0.64,-0.52,-1.01,1.51,2.47,2,4.39,6.93,7.82,14.21
197603,3.24,3.22,1.76,1.37,2.74,2.33,1.86,2.49,3.44,1.21
197604,-0.5,-0.2,-1.99,-1.05,-0.76,-2.75,-3.9,-1.7,-2.45,-3.63
197605,-1.37,-0.13,-1.04,-0.3,-0.03,-1.28,-1.86,-0.41,-1.15,-3.56
197606,3.63,4.69,4.8,5.24,6.55,5.16,6.32,5.77,5.26,4.06
197607,-0.66,-0.16,-0.8,1.48,-1.38,-1.53,-1.43,-1.35,-1.25,-1.42
197608,0.78,0.16,-0.82,-0.09,-0.63,-0.72,-1.68,-2.68,-3.66,-3.89
197609,2.51,3.03,1.89,1.86,3.03,2.51,2.28,2.48,3.84,1.3
197610,-1.69,-1.86,-0.84,-2.75,-3.68,-1.7,-3.86,-3.51,-2.15,-3.78
197611,0.15,-0.13,-0.61,1.51,2.69,2.53,3.01,4.86,4.94,2.63
197612,5.25,5.35,5.52,5.59,7.38,7.96,8.97,9.77,8.06,12.11
197701,-3.45,-6.26,-2.96,-3.76,-3.91,-4.68,-2.74,-0.2,-0.38,2.09
197702,-1.22,-1.35,-2.15,-2.09,-1.46,-1.75,-2.1,-2.15,-3.93,-1.47
197703,-1.49,-1.73,-0.42,-0.33,0.31,-0.11,-0.66,-0.24,0.41,-0.17
197704,0.21,0.13,1.53,-0.34,1.03,1.81,1.15,1.9,1.24,0.29
197705,-0.42,-1.74,-0.79,-1.43,-3.12,-1.37,-1.27,-0.87,-0.4,-0.7
197706,4.02,4.46,5.67,5.43,5.48,7.28,7.65,8.39,8.48,7.39
197707,-0.68,-1.24,-1.98,-2.53,-0.48,-1.33,-3.13,-1.09,-1.22,-1.38
197708,-1.85,-2.26,-0.34,-0.73,-0.51,0.16,-1.01,-0.48,-0.18,-1.74
197709,0.56,-0.19,-0.4,-0.11,0.42,-0.41,0.68,-0.36,0.09,0.35
197710,-3.42,-4.2,-4.54,-3.64,-3.57,-4.84,-3.7,-4.83,-3.87,-4.46
197711,2.54,4.11,5.24,5.7,6.08,5.97,7.04,8.98,10.23,6.82
197712,0.81,-0.33,1.38,-0.26,1.81,2.17,-0.23,2.63,1.6,0.34
197801,-5.3,-5.87,-6.98,-6.86,-5,-4.84,-4.44,-4.64,-3.1,-0.91
197802,-0.58,-1.9,-2.69,-1.13,0.1,0.18,0.32,0.38,0.77,1.53
197803,1.43,2.89,4.09,5.07,5.1,5.84,5.78,5.95,7.52,6.57
197804,6.99,9.29,9.07,9.39,9.93,9.53,9.33,8.39,8.33,7.07
197805,-0.07,2.09,2.16,3.41,3.54,4.32,6.95,7.89,7.33,8.65
197806,-1.27,-1.86,-0.99,0.17,-2.26,-1.97,1.34,-1.03,-1.05,0.32
197807,4.21,5.33,5.92,5.96,8.61,6.95,9.75,7.32,7.26,3.9
197808,3.2,2.54,4.4,2.96,5.77,7.44,7.81,7.36,6.41,9.98
197809,0.14,-0.27,-1.72,-2.08,0.18,-2.26,-1.06,-0.81,-2.77,-2.39
197810,-6.39,-8.89,-10.96,-10.84,-14.31,-16.44,-16.54,-21.86,-24.44,-27.4
197811,2.8,1.35,2.95,3.24,3.92,5.97,5.84,7.99,8.11,9.12
197812,1.92,1.44,0.85,1.53,2.06,3.09,2.5,1.96,1.79,0
197901,3.71,4.04,4.78,5.4,6.48,6.5,6.77,9.71,10.02,9.38
197902,-2.47,-2.72,-3.13,-3.91,-3.44,-2.96,-4.16,-2.7,-1.96,-2.46
197903,3.97,5.41,6.88,8.28,9.13,10.9,11.46,11.39,12.29,10.56
197904,0.08,1.02,0.87,0.33,1.33,0.85,1.96,1.01,2.03,3.45
197905,-1.27,-1.13,-1.53,-1.41,-2.49,-1.2,-0.68,-1.1,-1.48,-2.66
197906,2.55,4.8,5.53,6.47,6.11,8.92,6.35,7.86,6.45,5.58
197907,0.44,1.64,3.98,1.91,2.58,2.38,2.58,4.77,1.21,-0.91
197908,4.62,6.47,6.3,8.68,8.48,8.05,8.26,8.45,7.61,4.81
197909,-1.75,1.31,-0.14,1.91,1.97,1.35,-0.75,-0.26,0.18,-0.72
197910,-5.75,-7.24,-7.55,-7.21,-8.79,-6.79,-9.88,-7.74,-9.95,-12.19
197911,3.97,5.26,7.03,6.26,8.74,9.23,11.38,9.41,9.42,7.04
197912,-0.45,1.72,2.12,3.94,5.99,5.77,6.27,8.93,7.45,7.71
198001,3.64,4.93,6.7,6.66,9.59,11.06,9.17,9.9,8.7,10.39
198002,-0.39,-2.47,-0.13,-3.47,4.54,2.53,-1.06,-0.33,-0.22,1
198003,-5.84,-7.96,-8.01,-11.89,-13.62,-14.57,-17.5,-19.23,-21.47,-25.51
198004,5.62,4.11,5.08,6.23,5.15,3.53,4.1,5.49,7.14,6.56
198005,5.08,5.94,5,4.93,6.15,8.95,6.58,8.36,6.77,7.61
198006,2.71,4.47,4.84,3.51,2.15,1.73,4.76,5.9,5.96,4.66
198007,4.92,6.5,8.46,6.36,6.29,11.38,11.45,11.81,9.74,5.79
198008,1.55,0.97,0,1.83,4.22,3.71,4.81,5.23,6.95,6.76
198009,0.18,2.66,2.79,6.29,7.55,3.79,2.91,2.78,4.85,4.1
198010,0.64,-0.13,2.79,0.99,3.85,4.59,4.61,1.59,3.14,4.71
198011,4.51,11.72,9.83,10.71,13.07,17.43,13.02,12.8,16.05,9.88
198012,0.47,1.51,-2.89,-2.74,-6.25,-5.92,-6.21,-8.81,-4.82,-8.06
198101,0.15,-2.43,-5.49,-4.62,-7.17,-5.28,-6.8,-7.36,-3.8,-5.59
198102,2.55,1.69,2.69,1.88,0.48,1.48,0.44,0.56,0.41,0.63
198103,2.4,3.46,5.5,6.01,6.88,6.48,5.39,7.21,7.36,5.03
198104,-0.88,0.29,-0.25,-1.11,-1.79,-3.36,-1.34,-2,0.85,-1.89
198105,1,0.19,1.13,1.23,-0.08,0.34,4.1,4.79,3.18,1.1
198106,0.44,0.82,-0.94,-2.28,1.31,-1.14,-2.34,-3.95,-6.13,-5.6
198107,-1.14,-2.33,-0.54,1.02,-0.82,0.61,1.12,2.92,1.41,0.73
198108,-3.53,-4.31,-5.85,-7.55,-6.41,-4.94,-8.59,-8.1,-8.78,-8.23
198109,-1.76,-4.82,-4.7,-5.16,-5.98,-7.66,-7.44,-10.61,-13.21,-14.43
198110,2.01,7.21,6.95,4.67,7.78,6.27,10.99,11.33,11.17,9.69
198111,5.45,3.45,4.53,4.28,5.64,2.85,2.75,7.04,2.73,2.64
198112,-1.54,-2.14,-3.41,-2.67,-2.67,-3.25,-2.53,-3.7,-4.12,-7.19
198201,0.76,-1.96,-3.42,-2.53,-3.65,-4.25,-4.47,-5.3,-6.16,-7.89
198202,-2.29,-4.26,-4.38,-4.35,-5.77,-8.4,-6.98,-9.97,-7.15,-8.22
198203,0.54,-1.09,0.08,-1.27,-1.28,-2.02,-2.24,-3.14,-2.49,-3.78
198204,2.68,3.98,4.51,5.48,5.51,6.23,6.32,5.99,6.8,3.37
198205,-1.68,-1.89,-2.94,-2.87,-5.53,-3.49,-3.63,-3.28,-4.23,-5.68
198206,-0.77,-1.19,-3.2,-2.44,-2.26,-2.87,-2.53,-3,-2.62,-7.95
198207,0.22,-2,-2.5,-3.78,-2.51,-4.66,-3.82,-3.12,-6.04,-4.11
198208,11.17,12.51,12.66,12.06,11.94,12.59,13.31,13.57,11.85,7.13
198209,1.51,1.52,2.77,2.84,1.68,1.93,1.52,1.57,2.36,-0.35
198210,8.92,9.44,12.64,11.5,13.46,13.93,17.74,16.87,18.85,12.01
198211,4.17,6.12,2.66,6.19,6.83,6.56,9.78,5.54,7.85,4.44
198212,2.92,0.05,0.69,1.14,0.26,0.48,1.42,1.97,0.67,1.94
198301,5.29,1.95,2.62,3.47,3.35,3.51,5.58,8.44,8.25,8.27
198302,1.9,4.31,4.57,3.52,5.26,2.66,3.62,2.76,4.52,-0.73
198303,2.13,2.3,5.48,4.27,3.93,5.29,4.26,2.95,2.11,1.75
198304,7.84,7.32,5.88,6.99,6.77,7.59,7.96,5.75,9.09,9.21
198305,-1.94,-1.54,2.52,1.07,0.08,2.81,3.97,6.84,6.84,10.36
198306,1.69,3.97,1.43,4.78,4.13,4.86,6.61,5.26,7.37,3.9
198307,-0.43,-2.88,-2.71,-3.8,-2.55,-5.6,-4.84,-5.53,-7.05,-6.81
198308,2.47,0.14,0.65,0,-0.33,2.24,-2.22,-1.77,-1.23,-4.03
198309,3.45,2.8,1.05,2.11,1.77,-1.01,1.02,1.49,0.86,-2.3
198310,0.71,0.01,-0.31,-4.24,-4.25,-3.68,-4.95,-5.88,-9.64,-11.2
198311,-0.56,2.97,3.27,2.52,2.61,6.71,5.26,5.11,6.45,4.34
198312,-0.38,-1.87,-1.6,1.21,-0.23,-2.2,-1.71,-0.13,-2.65,-3.89
198401,-0.37,-0.94,-1.37,-0.47,0.88,-3.26,-2.91,-3.8,-3.82,0.01
198402,-3.34,-5.35,-2.72,-4.41,-5.1,-1.92,-6.7,-4.52,-5.78,-5.06
198403,0.97,2.31,0.79,3.6,0.79,2.47,1.72,2.21,0.66,-1.36
198404,1.54,0.4,0.6,0.5,-0.91,0.56,-0.04,-1.14,-1.43,-0.7
198405,-3.53,-3.66,-7.06,-4.96,-5.54,-7.29,-5.51,-6.41,-7.6,-6.6
198406,1.93,2.98,2.27,2.57,2.46,2.52,5.11,4.57,1.87,1.82
198407,0.4,-0.97,-1.66,-1.99,-2.17,-4.93,-3.73,-3.44,-4.64,-7.25
198408,8.28,10.42,11.66,11.18,12.57,13.56,15.55,13.78,14.62,10.51
198409,1.74,0.84,-0.95,-0.59,0.05,0.42,-0.56,-3.17,-1.27,-2.6
198410,1.43,1.11,0.04,0.26,0.49,-0.09,-1.34,-2.24,-1.81,-4.42
198411,-0.28,-0.37,-0.97,-0.12,-0.93,-1.17,-2.39,-1.78,-4.3,-5.07
198412,2.14,2.51,3.54,2.81,2.61,3.19,2.49,1.76,3.58,-0.34
198501,6.02,8.5,7.25,7.94,9.91,12.13,9.3,12.35,13.14,14.12
198502,1.61,1.49,3.04,1.37,1.71,1.79,0.81,2.52,0.8,2.67
198503,0.39,1.19,1.38,-0.83,-1.1,-0.25,-2.19,-2.01,-0.45,-6.54
198504,0.78,0.52,1.28,-0.12,-1.42,-0.51,-2.73,-0.79,-3.56,-4.41
198505,5.32,6.48,6.54,8.14,6.24,6.16,5.63,4.18,3.48,0.89
198506,2.09,1.61,2.86,1.11,2.34,1.89,2.46,0.68,0.94,0.07
198507,-0.3,-0.81,-1.63,-0.04,0.18,0.89,0.84,1.4,1.59,1.06
198508,-0.3,0.34,-0.88,-0.21,-1,0.47,-0.58,-0.77,-2.56,-2.31
198509,-3.3,-2.59,-3.59,-4.61,-3.77,-4.85,-4,-3.74,-7.39,-8.62
198510,4.5,5.14,5.02,4.74,4.59,5.23,5.24,4.55,3.78,2.07
198511,7.51,4.97,9.24,8.15,6.78,7.25,7.32,7.37,5.83,4.24
198512,6.36,3.77,3.12,5.51,4.07,4.03,2.45,4.93,2.7,3.95
198601,1.47,-0.14,1.74,1.5,1.45,2.67,0.52,0.16,0.91,1.85
198602,7.26,8.79,7.72,9.3,7.67,6.82,5.53,8.91,6.37,5.01
198603,4.69,6.27,6.16,6.3,5.35,6.23,5.76,4.06,4.22,3.55
198604,-0.7,-1.47,-0.23,-2.39,-0.22,0.8,-1.48,-1.79,1.32,0.03
198605,3.32,5.83,5.88,6.27,5.72,6.33,5.17,5.32,3.16,4.08
198606,3.01,1.5,1.76,1.59,0.79,1.51,-0.21,2.28,-0.67,-0.81
198607,-2.47,-4.06,-7.01,-5.96,-7.73,-5.76,-8.64,-9.87,-9.64,-12
198608,7.82,6.25,6.96,6.68,6.01,6.32,5.51,6.69,5,1.27
198609,-8.18,-9.34,-9.14,-8.63,-8.57,-6.05,-6.96,-7.37,-5.07,-7.01
198610,3.21,6.4,7.1,5.62,5.59,6.51,6.96,3.75,5.96,0.43
198611,2.92,2.42,0.86,2.15,0.77,0.48,1.08,-0.26,0.16,-3.87
198612,-1.58,-3.35,-2.06,-2.76,-2.06,-3.25,-3.33,-3.65,-4.57,-5.03
198701,12.55,13.76,11.43,12.91,13.59,12.43,15.85,14.45,13.03,10.35
198702,2.33,3.72,3.72,6.57,7.14,6.64,7.7,9.29,8.02,6.32
198703,0.36,3.08,0.87,4.48,3.75,2.1,1.43,1.61,2.91,1.64
198704,-3.11,-0.37,-0.52,-2.27,-3.08,-2.13,-1.3,-2.44,-0.68,-2.33
198705,0.1,0.85,-0.25,0.39,2.55,-0.19,-0.72,1.36,1.59,-0.52
198706,5.35,5.12,6.76,6.28,4.62,2.56,2.73,2.54,0.52,-1.57
198707,1.26,4.85,5.64,4.46,5.41,6.01,5.9,5.48,3.63,4.95
198708,4.73,5.28,3.97,4.02,3.34,3.4,3.12,2.2,3.42,0.78
198709,-2.6,-2.27,-3.51,-2.39,-1.63,-0.83,-0.31,-1.65,-0.82,-1.74
198710,-14.34,-20.9,-20.33,-24.54,-24.87,-26.93,-29.86,-30.3,-31.43,-30.14
198711,-6.47,-8.32,-7.5,-8.32,-7.49,-7.96,-6.48,-6.36,-8.27,-6.14
198712,3.25,6.38,8.18,9.93,9.9,10.62,10.41,11.61,7.23,3.88
198801,6.1,3.47,5.01,5.02,5.35,2.66,1.73,3.72,0.39,2.93
