,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196611,7.52,0.52,-1.49,-1.81,-0.59,-0.79,1.76,2.37,5.18,5.34
196612,0.77,1.46,0.62,-0.79,2.5,0.13,1.17,2.04,-0.79,-0.4
196701,15.32,9.39,6.53,7.25,6.75,7.46,7.79,8.01,8.45,9.39
196702,1.63,0.44,-0.19,-1.15,0.48,-0.33,0.14,2.19,1.36,3.07
196703,4.83,4.69,3.41,3.86,4.57,3.3,4.37,4,5.06,5.29
196704,4.21,2.6,1.49,3.9,3.01,2.38,3.96,3.93,6.06,7.51
196705,-1.47,-2.6,-4.37,-3.76,-2.62,-2.93,-4.44,-5.13,-5.4,-5.09
196706,7.6,3.02,2.61,1.8,1.45,1.92,1.52,0.74,2.28,2.59
196707,8.43,7.56,0.16,6.13,4.83,6.32,3.67,8.82,6.59,2.86
196708,-0.85,-0.08,-1.14,-0.33,-0.67,-1.33,0.21,-0.79,-0.11,-1.34
196709,3.69,5.12,3.26,2.52,0.9,2.83,2.06,2.74,5.37,4.61
196710,-1.58,-4.34,-3.27,-2.16,-3.44,-5.02,-5.86,-2.97,-3.81,2.32
196711,-1.12,0.35,-0.09,1.01,2.34,0.85,0.62,-0.83,-1.13,2.43
196712,8.36,3.68,2.24,2.91,2.67,4.84,3.94,2.07,2.69,2.79
196801,-0.57,0.24,-0.46,-2.81,-2.6,-4.18,-2.64,-5.21,-5.32,-7.69
196802,-5.43,-3.07,-3.23,-1.72,-3.05,-2.33,-4.75,-2.43,-3.19,-3.43
196803,-0.44,0.43,-0.56,-0.59,0.17,-1.19,-2.11,0.33,0.79,4.16
196804,14.24,9.77,4.26,5.85,8.85,8.83,8.23,10.47,11.44,11.38
196805,7.24,2.01,1.31,-0.58,1.82,2.71,1.62,1.01,1.61,4.59
196806,1.9,3.29,1.78,2.69,2.61,0.95,2.35,-0.02,-0.08,-0.77
196807,-3.57,-1.85,1.57,-0.34,2.49,-2.07,-2.56,-3.63,-4.21,-4.76
196808,2.62,3.14,2.48,2.39,0.89,1.69,1.03,0.53,1.67,1.41
196809,8.66,5.6,6.47,3.85,3.01,4.46,4.4,4.7,4.84,2
196810,1.74,1.9,2.12,2.84,1.69,0.88,1.76,0.49,2.27,-3
196811,5.7,5.81,5.44,5.59,5.89,4.79,6.6,7.71,2.76,7.42
196812,-1.78,-1.45,-3.53,-4.1,-3.26,-3.66,-3.14,-4.6,-3.3,-4.99
196901,-1,0.51,-0.66,-0.01,0.45,0.93,-1.13,-0.78,-1.91,-2.68
196902,-7.96,-7.2,-5.66,-5.17,-4.87,-4.48,-5.34,-5.34,-3.95,-3.96
196903,2.23,4.37,6,1.35,3.07,4.11,1.86,2.74,3.5,3.34
196904,2.81,1.66,-0.24,4.75,0.23,3.09,0.31,3.42,0.84,3.6
196905,-0.9,1.61,0.45,1.25,1.1,-0.72,1.87,-1.32,0.92,-0.42
196906,-11.06,-9.57,-10.15,-6.38,-7.49,-6.99,-5.96,-5.19,-5.77,-1.45
196907,-9.19,-9.15,-6.99,-6.5,-6.92,-4.82,-6.37,-6.11,-5.68,-4.98
196908,5.52,3.5,7.07,3.66,4.57,5.53,4.41,4.87,4.98,6.45
196909,-2.41,-4.55,-6.78,-2.6,-4.25,-2.99,-2.06,-0.58,-1.3,-0.23
196910,7.58,5.54,5.29,4.27,2.8,6.54,7.23,5.54,6.12,6.28
196911,-5.39,-4.42,-4.91,-1.9,-4.34,-3.72,-3.62,-3.56,-2.74,-1.85
196912,-4.82,-1.29,-2.76,-3.83,-1.36,-2.01,-1.75,-2.24,-0.47,-0.32
197001,-5.43,-7.52,-8.77,-6.03,-8.29,-8.14,-6.33,-8.36,-6.94,-8.41
197002,7.09,7.36,8.45,8.6,4.74,6.89,6.04,4.47,5.15,3.2
197003,-1.05,-1.55,-0.3,1.24,0.97,0.28,0.42,-1.79,-0.23,-1.48
197004,-14.34,-9.02,-10.03,-8.93,-9.11,-10.1,-10.89,-9.65,-8.19,-12.26
197005,-8.78,-5.06,-3.03,-5.52,-2.48,-5.93,-6.4,-9.98,-6.7,-7.04
197006,-10.3,-3.27,-3.8,-6.9,-5.95,-3.08,-3.27,-3.42,-3.73,-7.17
197007,7.32,8.18,8.46,7.78,11,8.58,8.27,8.63,5.16,4.11
197008,3.84,5.23,5.33,3.59,4.22,4.9,6,4.67,5.28,5.75
197009,13.54,4.45,2.38,3.71,2.34,1.77,3.5,4.36,4.72,7.11
197010,-8.05,-0.26,-2.35,-3.83,-1.4,-0.92,-1.29,-2.08,-1.85,-0.46
197011,3.14,3.99,5.17,4.62,6.42,5.25,5.13,4.61,5.36,5.17
197012,8.28,6.42,5.53,6.84,5.72,7.03,6.49,7.07,7.57,4.62
197101,10.17,4.97,4.38,5.27,4.44,6.45,5.06,4.02,5.09,4.09
197102,3.54,1.34,1.84,2.23,-0.52,0.67,2.98,2.45,1.69,2.38
197103,5.52,2.87,4.05,3.74,3.07,3.16,4.96,4.17,5.48,5.51
197104,5.64,5.79,3.26,1.89,2,3.64,4.6,1.43,4.96,3.55
197105,-4.26,-4.86,-5.65,-4.23,-3.92,-2.93,-1.67,-3.72,-2.16,-4.2
197106,-1.07,-1.38,0.67,0.05,0.27,1.64,1.94,0.79,0.2,-0.46
197107,-7.74,-3.88,-4.35,-3.69,-3.64,-4.13,-3.98,-2.98,-4.09,-5.08
197108,8.36,5.72,3.47,3.66,3.91,0.78,5.48,3.74,6.34,4.16
197109,-4.15,-0.99,-1.22,-1.12,-0.44,-0.91,-0.89,-0.28,1.12,0.1
197110,-6.96,-5.43,-3.9,-3.4,-4.1,-4.34,-4.3,-4.12,-3.94,-2.53
197111,-3.39,-2.66,-1.48,0.32,0.02,-0.75,-1.01,0.69,1.85,0.74
197112,11.63,10.49,10.36,7.95,7.43,9.82,8.52,8.32,10.52,9.38
197201,8.2,4.55,1.73,1.6,0.57,1.7,0.51,1.9,2.85,5.48
197202,2.52,2.52,1.42,2.28,1.95,3.4,1.29,5.34,5.61,3.46
197203,-0.28,-0.46,-0.89,-1.01,1.97,-3.38,3.28,1.75,2.04,1.34
197204,2.64,0.99,1.62,0.27,-1.06,-0.14,1.56,0.7,1.29,0.55
197205,-1.63,-0.95,0.86,0.53,0.21,3.23,-0.75,2.45,3.89,3.04
197206,-5.86,-3.74,-3.47,-2.26,-3.13,-3.07,-2.67,-0.22,-0.68,-1.03
197207,-4.65,-4.37,-1.81,-1.22,-0.97,-1.71,-0.09,0.16,1.44,0.64
197208,5,5.5,4.85,5.08,3.32,4.72,6.04,5.02,0.51,2.28
197209,-4.28,-3.3,-0.9,-1.21,0.53,-1.84,-0.42,-1.03,0.07,-0.61
197210,-1.72,1.04,0.74,1.95,2.31,2.33,0.17,1.94,2.26,-1.38
197211,5.26,9.13,6.5,7.41,6.05,5.99,5.86,5.03,2.71,3.05
197212,-2.9,-2.78,-0.69,-0.95,1.22,1.44,0.19,1.71,3.18,1.76
197301,-4.54,-5.12,-2.17,-2.25,-3.57,-4.82,-2.03,-1.62,-3.91,-0.17
197302,-4.26,-4.57,-6.42,-5.9,-3.69,-4.89,-6.88,-2.81,-3.9,-3.07
197303,-0.88,1.15,-0.62,0.17,-1.87,-1.52,1.42,-0.66,0.09,-0.87
197304,-6.26,-5.74,-4.31,-3.26,-1.62,-3.78,-4.38,-4.21,-6.09,-5.58
197305,-6.86,-5.24,-4.31,-3.6,-0.59,-3.07,-2.05,-0.19,-1.11,-1.97
197306,-2.22,-1.54,-2.09,-0.85,-1.63,-1.96,-1.91,-1.01,0.28,-0.24
197307,9.28,8.28,7.4,3.88,3.63,5.71,7.57,7.86,4.88,4.07
197308,-0.96,-0.54,-4.26,-2.82,-3.15,-2.63,-3.65,-3.55,-3.18,-3.53
197309,7.32,9.54,6.89,7.97,8.01,9.46,7.74,5.52,5.56,-1.42
197310,1.86,0.72,-1.34,1.28,-2.09,0.48,-0.58,0.02,-0.03,0.01
197311,-12.38,-9.78,-13.21,-14.29,-9.32,-12.92,-16.66,-12.03,-12.22,-11.88
197312,3.9,4.65,1.69,5.97,3.9,2.79,0.11,1.55,1.72,-4.03
197401,5.14,0.7,3.92,-0.97,0.99,2.69,2.3,-1.76,-2.48,0.8
197402,0.99,1.19,1.69,-0.31,2.51,2.33,1.17,-1.2,-0.96,-1.39
197403,-3.78,-4.58,-6.35,-2.02,-3.17,-2.95,-1.72,-0.55,-1.39,-1.07
197404,-6,-7.81,-7.27,-4.82,-5.04,-5.73,-4.06,-2.4,-2.98,-4.15
197405,-8.72,-8.77,-10.56,-6.22,-2.11,-5.81,-3.84,-2.27,-1.05,-2.15
197406,-4.25,-1.47,-3.67,-1.73,-1.22,-3.13,-3.56,-1.88,-1.71,-1.49
197407,-5.25,-4.68,-3.49,-9.47,-5.89,-5.14,-7.26,-8.7,-7.64,-9.35
197408,-7.7,-8.96,-9.04,-9.65,-4.89,-9.76,-10.05,-10.51,-10.48,-7.33
197409,-5.83,-6.35,-10.68,-7.99,-6.56,-7.31,-11.92,-11.43,-13.45,-15.58
197410,16.59,18.36,14.43,12.13,17.21,18.02,21.46,16.37,18.58,15.88
197411,-0.57,-1.19,-0.89,-4.75,-3.58,-3.23,-3.08,-3.93,-6.57,-4.86
197412,-4.28,-2.34,-4.83,-0.92,0.23,-1.18,-1.82,-4.53,-2.88,-3.9
197501,16.13,16.21,17.84,19.33,10.51,13.33,11.7,14.75,10.66,15.3
197502,3.78,3.75,5.51,2.39,3.64,3.31,4.58,7.35,8.09,9.67
197503,2.86,2.43,6.29,5.17,0.71,4.82,4.39,4.06,2.98,2.02
197504,4.46,2.66,5.59,0.46,3.51,4.29,5.94,3.63,8.8,5.46
197505,7.52,7.38,4.39,7.35,5.69,5.46,5.56,2.51,6.52,6
197506,6.97,7.71,7.68,7.3,5.1,7.19,5.28,6.58,4.1,2.52
197507,-6.18,-4.96,-7.82,-5.43,-3.25,-5.53,-7.51,-6.29,-7.19,-6.43
197508,-5.51,-3.75,-2.35,-0.63,-2.97,-3.11,-2.48,-2.85,-1.9,-1.18
197509,-4.43,-3.66,-4.61,-3.23,-1.67,-3.33,-5.43,-6.3,-4.14,-1.89
197510,5.02,5.76,7.56,7.17,7.95,4.73,7.32,7.31,4.67,4.55
197511,4.77,3.66,4.75,3.64,3.93,2.19,2.88,1.95,3.73,1.97
197512,-0.4,-1.33,-1.85,-1.81,0.29,-0.56,-1.22,-1.55,-1.59,-1.11
197601,15.95,12.4,12.56,14.51,10.18,13.85,13.51,13.63,11.54,12.58
197602,7.02,1.56,2.54,0.91,2.47,-0.52,-0.57,0.49,-1.65,0.04
197603,3.35,3.54,3.49,3.33,2.22,2.78,0.38,3.01,4.63,2.61
197604,-2.66,-0.81,-3.17,-0.41,0.42,0.17,-0.15,-1.27,-2.44,-1.39
197605,-3.97,-1.69,-3.23,-1.35,-2.35,-0.56,-2.1,-0.09,-1.33,1.87
197606,6.15,5.79,4.37,5.08,3.14,5.23,3.81,4.59,3.78,5.52
197607,3.67,-0.81,-0.32,-0.43,0.48,-1.16,-1.38,-0.45,-0.62,-1.4
197608,-0.93,1.42,-0.33,0.71,2.11,-1.36,-1.28,0.22,-2.44,-0.17
197609,1.48,1.36,3.03,2.61,2.79,2.2,2.67,2.2,2.23,3.39
197610,-2.06,-2.11,-2.01,-1.95,-0.83,-1.53,-1.26,-2.07,-2.51,-3.02
197611,3.13,3.12,1.36,1.96,2.57,-1.65,0.71,-0.36,1.79,-0.59
197612,6.7,5.83,7,6.97,3.76,9.04,4.99,5.1,5.87,6.25
197701,-3.78,-4.33,-2.81,-1.23,-2.56,-3.29,-5.21,-6.62,-4.22,-3.05
197702,-2.12,-1.08,-1.82,-2.84,-0.27,-1.57,-1.68,-1.93,-2.34,-1.44
197703,-0.33,0.05,-0.38,-1.1,-0.81,-0.82,-2.39,-2.73,0.29,-0.85
197704,4.37,1.96,2.47,1.46,-0.66,1.99,0.42,-0.7,1.28,-1.32
197705,-0.74,-1.7,-1.91,-0.21,0.19,0.05,-2.24,-1.54,0.08,-1.99
197706,7.07,4.02,4.02,5.39,3.17,3.98,5.55,4.95,6.03,6.46
197707,-2.9,-2.72,0.01,0.37,-1.04,-0.85,-2.22,-0.97,-2.08,-1.04
197708,-2.93,-0.66,-2.68,-2.42,-1.54,-1.29,-0.27,-0.17,-1.89,-1.3
197709,-1.13,-1.96,0.38,0.55,1.93,-0.16,-0.36,0.11,0.19,0.05
197710,-5.81,-2.88,-3.13,-4.49,-4.49,-3.63,-4.11,-4.28,-4.45,-3.04
197711,6.72,5.02,4.32,5.61,3.91,5.57,5.13,3.75,3.86,3.9
197712,-0.21,-0.33,0.59,0.39,1.37,0.55,0.13,0.32,0.97,1.5
197801,-3.89,-5.12,-4.92,-4.29,-4.75,-5.8,-6.11,-7.33,-5.92,-5.41
197802,-0.85,-1.55,-0.84,-0.18,1.44,-0.74,-1.82,-1.75,-1.71,-1.37
197803,6.49,2.25,4.37,3.62,3.32,4.85,4.77,3.6,2.77,1.66
197804,8.91,7.98,4.72,6.98,5.82,7.42,9.98,10.68,9.62,9.94
197805,3.2,2.93,1.85,2.42,0.44,3.27,2.5,2.77,2.49,1.52
197806,-0.54,-0.92,-0.43,-0.52,-1.07,-1.62,0.08,-1.28,-2.88,-1.61
197807,6.38,4.02,5.87,3.82,5.8,5.79,6.89,5.03,5.95,6.96
197808,5.68,2.93,2.57,4.57,3.83,4.11,3.36,5.66,4.96,4.98
197809,1.78,-1.5,-0.88,0.27,-1.58,-0.58,-1.67,0.01,-0.42,-2.01
197810,-16.8,-11.18,-11.98,-8.53,-12.23,-11.65,-11.31,-11.01,-10.61,-10.82
197811,3.11,3.4,4.49,3.53,3.16,3.17,3.48,2.95,3.12,3.75
197812,0.7,-1.09,0.61,0.41,1.23,1.86,1.19,1.39,2.62,4.27
197901,11.36,8.2,5.44,4.86,5.1,5.92,3.41,4.49,2.71,4.88
197902,-2.04,-2.69,-3.64,-2.06,-3.79,-2.53,-2.95,-3.38,-3.17,-3.18
197903,9.3,5.84,6.67,3.7,6.35,7.37,6.27,6.63,6.49,7.24
197904,-0.21,-1.04,-0.97,-1.07,1.07,1.47,1.81,1.49,0.67,1.63
197905,-0.39,-0.48,-0.64,-0.69,-1.35,-1.55,-2.74,-1.96,-2.19,-1.49
197906,6.79,5.01,6.74,3.53,5.39,6.05,3.8,5.37,4.68,2.69
197907,2.59,1.58,2.53,1.06,1.8,2.16,3.01,2.25,1.88,-0.92
197908,6.9,3.94,4.79,4.29,7.35,8.92,6.62,7.41,6.35,6.12
197909,-1.38,-2.11,0.67,-0.98,0.29,0.32,-0.32,0.79,1.24,-0.44
197910,-10.36,-6.96,-8.27,-6.97,-6.79,-6.71,-7.95,-5.91,-5.62,-8.02
197911,6.27,7.01,7.05,5.12,6.89,6.47,5.07,4.75,6.55,6.63
197912,4.87,1.31,3.63,0.94,3.29,3.22,3.08,2.4,3.02,2.04
198001,9.74,5.33,6.66,2.1,6.06,8.52,5.99,7.21,6.25,6.15
198002,0.47,-2.18,-0.42,0.8,-0.93,-0.37,-4.63,0.1,3.57,-2.61
198003,-17.01,-10.51,-13.22,-8.37,-10.47,-12.83,-8.81,-10.12,-11.74,-12.61
198004,4.69,8.06,7.11,6.32,6.29,4.87,2.9,5.51,5.3,1.54
198005,6.5,6.74,5.41,6.01,5.93,6.15,6.1,6.7,5.52,5.17
198006,3.91,4.08,4.15,2.16,3.86,2.51,2.65,3.14,3.42,4.17
198007,5.58,2.89,6.65,4.72,5.99,6.6,8.58,8.12,10.44,8.15
198008,1.32,0.32,1.03,3.14,3.4,3.01,2.36,0.93,2.84,3.09
198009,0.6,1.85,3,0.54,2.85,3.57,4.26,4.25,2.6,3.42
198010,2.38,-0.95,1.26,-0.59,2.73,2.06,2.18,1.72,0.39,5.47
198011,5.64,4.32,6.42,5.47,12.2,16.23,11.53,12.72,8.25,13.25
198012,-3.59,-0.6,-1.1,-1.21,-3.11,-2.98,-2.41,-5.67,0.37,-4.61
198101,2.02,-1.44,-1.28,1.41,-4.42,-6.96,-4.52,-4.56,-4.01,-7.23
198102,0.96,0.28,1.71,1.63,2.27,2.25,4.51,3.62,2.98,-0.96
198103,8.17,9.22,7.33,5.96,3.46,3.98,4.25,4.25,5.92,0.91
198104,0.09,-0.47,-1.03,2.15,-0.36,-0.84,-2.28,-2.92,0.44,-1.73
198105,2.59,1.81,1.85,2.89,1.13,0.18,-0.04,0.35,3.05,0.34
198106,-2.37,0.07,1.74,-0.69,-2.1,0.13,-2.3,-0.75,-2.95,-0.03
198107,-2.53,-1.75,-1.89,-1.86,-0.99,0.08,-0.98,1.55,-0.1,1.66
198108,-8.11,-5.44,-6.35,-7.16,-3.67,-4.3,-5.95,-6.65,-5.71,-6.48
198109,-8.32,-4.47,-5.28,-4.4,-2.95,-6.42,-5.17,-6.21,-6.36,-7.49
198110,3.09,2.1,6.01,6.6,4.81,5.59,7,7.45,8.64,6.2
198111,3.85,5.75,5.42,5.03,3.87,3.53,4.17,4.44,3.16,4.72
198112,-3.75,-2.21,-3.46,-2.15,-1.54,-2.02,-2.7,-3.83,-2.8,-3.09
198201,-1.25,-0.92,-1.45,-1.61,-1.57,-4.12,-2.59,-3.53,-3.09,-1.28
198202,-2.86,-0.6,-2.07,-2.67,-5.57,-4.79,-5.61,-7.24,-4.57,-6.18
198203,0.28,1.02,0.08,-0.22,0.31,-1.07,-0.92,-0.71,-0.03,-3.18
198204,3.42,4.1,4.44,4.93,1.74,3.54,5.22,3.89,5.52,6.43
198205,-2.9,-2.94,-4.76,-4,-2.83,-1.66,-3.99,-1.15,-3.7,-1.88
198206,-0.98,-1.14,-2.12,-2.54,-3,-2.02,-1.73,-0.73,-2.5,-2.28
198207,-2.72,-3.11,-2.01,-1.75,-1.7,-3.66,-1.41,-3.28,-2.84,0.1
198208,13.02,12.81,14.86,14.88,11.79,11.44,11.54,12.03,9.59,9.62
198209,1.07,-0.07,1.9,0.41,1.14,1.87,1.48,3.01,2.82,3.23
198210,17.31,11.66,10.83,13.24,8.55,11.91,12.3,9.85,13.11,12.95
198211,9.14,5.77,5.97,5.47,4.26,3.63,5.3,3.87,4.33,7.42
198212,2.45,1.29,1.77,0.25,0.28,-0.35,1.14,-0.06,1.06,3.94
198301,4.82,4.47,3.52,4.71,8.39,2.53,3.55,2.98,2.93,3.35
198302,4.36,4.97,4.84,2.71,2.25,3.54,2.28,3.34,3.27,3.27
198303,6.53,2.96,3.41,2.89,2.68,4.57,2.88,2.87,4.8,3.49
198304,11.19,6.32,6.53,6.59,6.16,9.27,6.49,6.7,6.09,8.88
198305,2.31,3.35,2.72,0.26,-0.67,2.23,-1.87,0.56,2.62,0.47
198306,4.09,1.36,-0.21,3.72,2.61,3.15,5.25,6.41,3.62,5.08
198307,-4.3,-3.63,-1.25,-2.59,-2.99,-1.74,-4.24,-4.01,-4.09,-3.67
198308,-1.74,0.67,-1.19,1.96,2.48,0.59,0.89,0.44,0.55,-1.06
198309,-1.25,1.79,2.27,2.45,2.15,0.97,1.69,1.68,1.64,1.93
198310,-6.96,-2.42,-0.08,-0.77,-3.19,-1.86,-2.19,-2.92,-1.37,-3.96
198311,6.19,4.72,3.11,1.98,1.85,2.84,3.18,4.56,2.4,1.02
198312,-2.08,-2.58,-2.35,-1.6,-0.6,-1.22,-1.93,0.41,-0.82,0.54
198401,-0.57,-2.55,-2.57,-0.61,1.8,-0.62,0.95,-2.22,-1.73,-3.17
198402,-6.63,-4.28,-5.97,-2.91,-3.33,-5.49,-1.89,-3.68,-3.52,-4.45
198403,2.47,3.27,2.52,1.12,-1.18,1.55,1.46,0.38,0.98,2.06
198404,-5.43,-3.11,-1.87,0.77,1.66,3.16,1.39,-0.06,1.8,0.77
198405,-10.23,-6.74,-6.29,-3.58,-6.1,-5.19,-4.35,-2.85,-4.4,-5.12
198406,-1.23,-0.04,1.05,3.04,5.97,2.5,2.43,4.8,3.63,2.39
198407,-8.87,-4.21,-2.62,-1.28,-2.08,-3.33,-1.89,-2.59,-1.42,0.83
198408,13.23,13.21,11.99,11.67,11.32,10.21,10.78,11.24,10.87,11.53
198409,-2.83,-0.87,-0.32,-0.53,1.15,0.1,-1.08,1.45,-1.08,0.38
198410,-3.52,-0.75,2.04,-0.63,-0.98,-1.12,0.66,0.8,0.74,0.62
198411,-4.15,0.01,-0.53,-0.35,0.52,-0.22,-2.06,-0.88,-1.54,-2.02
198412,0.36,1.16,3.33,2.41,2.51,1.49,2.57,3.12,2.41,2.87
198501,12.51,9.44,9.06,8.9,6.97,6.68,8.9,7.32,8.13,10.6
198502,0.67,1.55,0.15,0.92,1.08,2.92,2.04,3.28,3.09,1.17
198503,-2.07,-0.66,-1.01,-0.7,0.74,0.96,-0.03,0.9,1.21,-2.59
198504,-3.62,-0.12,-0.45,-0.02,0.07,1.36,-1.33,0.15,-0.25,-0.89
198505,1.87,6.77,5.78,4.86,6.34,6.23,6.21,5.48,6.15,6.08
198506,-0.3,1.83,1.88,1.46,3.22,2.3,1.76,1.79,2.01,0.66
198507,1.8,0.79,-0.44,0.04,-1.22,-0.05,-0.27,-0.95,-1.49,1.05
198508,-1.31,-0.84,0.18,0.5,-0.36,-0.89,-0.16,-0.26,-0.61,-1.03
198509,-6.59,-5,-4.19,-5.01,-3.49,-2.94,-3.66,-3.01,-3.5,-4.06
198510,5.08,3.72,4.77,5.43,4.34,4.77,3.62,4.67,6.2,4.32
198511,7.87,7.08,6.82,5.63,7.91,8.71,6.63,4.69,7.61,8.4
198512,2.17,4.14,4.64,3.92,4.87,5.58,3.86,3.21,3.92,7.18
198601,5.26,4.88,2.81,1.49,-0.1,-1.13,2.34,-0.91,-0.23,1.44
198602,5.75,8.01,9,6.76,7.97,7.66,7.68,7.84,9.59,6.49
198603,6.95,4.7,3.5,4.44,4.31,4.84,6.47,6.64,6.74,5.79
198604,-3.46,-5.15,-2.69,-2.03,0.86,-1.15,0.6,-0.76,0.56,0.34
198605,2.77,3.98,4.71,4.65,5.35,4.94,4.59,6.84,6.93,4.7
198606,-1.11,1.46,-0.25,1.3,4.03,1.2,2.06,1.83,2.84,0.87
198607,-10.58,-4.34,-4.87,-5.52,-4.53,-4.29,-4.43,-5.47,-6.91,-8.41
198608,5.56,7.74,8.1,7.89,6.19,7.07,6.66,7.37,5.7,5.33
198609,-8.16,-8.52,-7.81,-7.16,-7.09,-8.67,-9.48,-8.66,-6.9,-9.32
198610,3.13,3.92,7.35,5.67,5.96,5.44,6.62,4.87,3.14,7.13
198611,-1.47,0.8,1.24,2.08,0.68,3.49,1.31,2.03,1.95,1.69
198612,-2.84,-2.86,-3.62,-2.65,-3.96,-1.62,-2.74,-2.5,-3.28,-2.24
198701,10.66,12.42,14.49,13.09,12.57,13.34,10.4,13.91,12.43,13.84
198702,11.42,6.29,4.22,3.91,5.74,3.55,2.59,3.96,5.1,5.49
198703,0.38,-1.18,2.19,2.29,0.11,1.69,1.23,3.24,4.16,2.43
198704,-2.64,-2.22,-0.38,-2.63,-2.68,-2.03,-2.67,-0.46,-1.07,-1.8
198705,1.31,-1.33,-0.91,0.07,0.47,2.24,0.56,0.14,1.01,0.8
198706,-0.09,4.65,3.84,4.42,3.14,3.76,6.63,5.09,5.44,4.55
198707,5.83,6.68,4.56,3.61,2.68,3.68,2.71,5.48,4.23,5.3
198708,0.26,3.9,3.27,2.91,3.75,4.69,4.03,4.43,4.65,4.98
198709,0.32,-0.71,-1.58,-1.84,-1.43,-1.98,-3.31,-1.05,-2.69,-4.08
198710,-32.54,-26.32,-22.64,-21.52,-22.65,-20.29,-20.03,-20.31,-23.19,-24.95
198711,-4.59,-5.85,-5.95,-5.9,-5.75,-8.65,-7.81,-8.63,-7.48,-9.06
198712,6.25,6.14,5.29,6.99,8.39,7.47,6.11,6.71,8.54,8.96
